user_id,city,city_tier,signup_date,account_age_days,subscription_type,retained_30_days
37866,Hyderabad,Tier 1,2025-04-30,421.0,Free,1
37856,Kochi,Tier 2,2023-02-12,1231.0,Premium,0
48677,Bhopal,Tier 2,2025-10-10,256.0,Free,0
10962,Delhi,Tier 1,2025-07-14,342.0,Premium,1
34456,Mumbai,Tier 1,2025-12-28,177.0,Free,1
38713,Chennai,Tier 1,2025-08-04,324.0,Premium,0
5600,Chennai,Tier 1,2025-10-30,238.0,Premium,1
47419,Pune,Tier 1,2024-07-12,714.0,Family,1
40423,Bengaluru,Tier 1,2025-08-18,312.0,Premium,1
42233,Pune,Tier 1,2025-02-27,480.0,Free,1
9730,Coimbatore,Tier 2,2024-12-03,570.0,Premium,1
18265,Hyderabad,Tier 1,2026-01-30,145.0,Free,1
49907,Bhopal,Tier 2,2026-05-01,54.0,Premium,1
18285,Surat,Tier 2,2022-08-31,1393.0,Premium,0
2351,Mumbai,Tier 1,2025-07-29,332.0,Free,1
48812,Mumbai,Tier 1,2025-12-16,190.0,Free,1
48520,Nagpur,Tier 2,2021-02-26,1945.0,Premium,0
8111,Bengaluru,Tier 1,2025-01-07,535.0,Premium,1
13166,Kolkata,Tier 1,2025-12-29,179.0,Free,1
29739,Hyderabad,Tier 1,2020-03-07,2299.0,Premium,0
8791,Chandigarh,Tier 2,2025-05-20,402.0,Premium,1
20185,Mumbai,Tier 1,2025-06-02,390.0,Free,0
49442,Patna,Tier 2,2025-05-19,400.0,Free,1
26664,Ahmedabad,Tier 1,2026-03-07,108.0,Premium,0
14921,Chennai,Tier 1,2021-06-06,1846.0,Premium,0
21010,Lucknow,Tier 2,2026-06-13,11.0,Free,1
20259,Delhi,Tier 1,2024-08-09,684.0,Free,1
48952,Delhi,Tier 1,2025-12-30,179.0,Family,1
48740,Bengaluru,Tier 1,2024-03-17,830.0,Family,1
47682,Hyderabad,Tier 1,2025-05-17,403.0,Family,1
1652,Bengaluru,Tier 1,2025-02-14,,Premium,1
23716,Mumbai,Tier 1,2026-02-01,145.0,Premium,1
37216,Kolkata,Tier 1,2025-03-03,476.0,Premium,1
30268,Nagpur,Tier 2,2025-03-21,460.0,Family,1
33924,Kolkata,Tier 1,2025-12-28,175.0,Premium,1
8899,Bengaluru,Tier 1,2023-10-23,972.0,Premium,0
34972,Kochi,Tier 2,2025-11-17,221.0,Family,0
16068,Indore,Tier 2,2024-10-03,626.0,Premium,1
49894,Hyderabad,Tier 1,2024-08-21,673.0,Premium,0
18899,Patna,Tier 2,2026-01-10,165.0,Free,0
45124,Delhi,Tier 1,2025-06-22,1850.0,Premium,1
204,Delhi,Tier 1,2025-09-21,,Premium,1
11046,Indore,Tier 2,2025-04-09,443.0,Free,0
13744,Jaipur,Tier 2,2025-07-25,336.0,Free,1
36178,Lucknow,Tier 2,2025-07-25,1675.0,Free,1
43321,Mumbai,Tier 1,2025-09-02,297.0,Premium,1
8417,Coimbatore,Tier 2,2024-12-22,551.0,Family,1
25941,Kolkata,Tier 1,2025-07-05,357.0,Free,1
13031,Mumbai,Tier 1,2025-07-01,,Premium,1
42834,Lucknow,Tier 2,2025-08-20,307.0,Free,1
22395,Lucknow,Tier 2,2025-02-07,504.0,Free,1
23960,Bengaluru,Tier 1,2025-06-11,,Free,1
2292,Jaipur,Tier 2,2023-11-29,937.0,Premium,1
15280,Bhopal,Tier 2,2025-06-30,359.0,Free,1
49762,Bengaluru,Tier 1,2025-09-24,272.0,Premium,1
29468,Ahmedabad,Tier 1,2025-11-22,211.0,Free,1
11229,Ahmedabad,Tier 1,2025-07-12,345.0,Family,1
42750,Pune,Tier 1,2025-11-12,225.0,Premium,1
2160,Mumbai,Tier 1,2025-09-15,281.0,Free,0
48098,Bengaluru,Tier 1,2026-01-18,155.0,Free,1
39229,Hyderabad,Tier 1,2025-06-04,382.0,Free,1
20974,Hyderabad,Tier 1,2026-01-05,169.0,Free,1
32275,Jaipur,Tier 2,2026-01-02,172.0,Free,1
2673,Hyderabad,Tier 1,2025-07-05,354.0,Free,1
20658,Bengaluru,Tier 1,2021-12-15,1654.0,Premium,1
25457,Indore,Tier 2,2024-11-01,599.0,Free,1
39280,Surat,Tier 2,2025-06-06,382.0,Free,1
24319,Jaipur,Tier 2,2024-03-02,847.0,Premium,1
37208,Pune,Tier 1,2025-08-05,320.0,Free,1
23376,Pune,Tier 1,2022-07-24,1428.0,Premium,0
29965,Hyderabad,Tier 1,2023-07-08,1083.0,Premium,1
42769,Pune,Tier 1,2025-04-13,440.0,Premium,1
39720,Delhi,Tier 1,2026-01-15,162.0,Free,0
26151,Delhi,Tier 1,2026-02-19,127.0,Premium,1
31302,Delhi,Tier 1,2022-11-06,1326.0,Premium,1
44201,Delhi,Tier 1,2026-04-02,84.0,Free,1
6596,Bengaluru,Tier 1,2025-09-03,297.0,Free,1
44269,Kolkata,Tier 1,2025-04-10,440.0,Free,1
29483,Surat,Tier 2,2025-05-28,394.0,Free,1
34178,Delhi,Tier 1,2025-12-01,202.0,Free,1
22590,Chennai,Tier 1,2025-03-15,467.0,Premium,1
35954,Surat,Tier 2,2025-05-31,391.0,Family,1
6545,Bengaluru,Tier 1,2025-06-13,378.0,Free,0
31249,Ahmedabad,Tier 1,2025-03-04,477.0,Premium,1
41011,Bhopal,Tier 2,2025-10-08,259.0,Family,1
40975,Ahmedabad,Tier 1,2025-12-02,,Free,1
12420,Delhi,Tier 1,2025-10-14,255.0,Free,1
49272,Delhi,Tier 1,2023-12-19,918.0,Premium,1
28271,Kolkata,Tier 1,2026-03-21,96.0,Premium,1
26126,Delhi,Tier 1,2024-03-27,819.0,Family,1
26839,Bengaluru,Tier 1,2026-02-13,129.0,Premium,1
31419,Kolkata,Tier 1,2025-07-04,357.0,Premium,1
32880,Chandigarh,Tier 2,2025-11-14,223.0,Premium,0
7601,Patna,Tier 2,2026-02-23,121.0,Free,1
32117,Chennai,Tier 1,2026-01-29,145.0,Premium,1
20738,Hyderabad,Tier 1,2026-01-18,159.0,Free,1
26898,Mumbai,Tier 1,2026-02-15,131.0,Free,1
48645,Hyderabad,Tier 1,2025-02-23,,Free,1
955,Coimbatore,Tier 2,2025-07-28,330.0,Free,1
23735,Hyderabad,Tier 1,2025-02-12,494.0,Family,1
7905,Coimbatore,Tier 2,2024-11-04,597.0,Premium,0
25540,Nagpur,Tier 2,2025-11-17,218.0,Free,1
9418,Lucknow,Tier 2,2023-01-08,1262.0,Free,0
45157,Mumbai,Tier 1,2025-12-24,180.0,Free,0
45764,Delhi,Tier 1,2025-07-23,338.0,Family,0
48243,Mumbai,Tier 1,2025-09-13,,Premium,1
30149,Pune,Tier 1,2025-07-03,358.0,Family,1
31625,Jaipur,Tier 2,2023-03-27,1187.0,Premium,0
41518,Hyderabad,Tier 1,2025-11-30,204.0,Free,1
29832,Coimbatore,Tier 2,2026-02-24,120.0,Premium,1
10832,Mumbai,Tier 1,2024-04-02,811.0,Free,1
42607,Chandigarh,Tier 2,2026-01-17,155.0,Premium,1
26744,Pune,Tier 1,2024-10-15,615.0,Free,1
40446,Mumbai,Tier 1,2025-12-19,189.0,Free,1
12506,Mumbai,Tier 1,2021-12-14,1650.0,Premium,1
13465,Ahmedabad,Tier 1,2025-08-25,300.0,Free,1
23668,Jaipur,Tier 2,2025-06-12,376.0,Premium,1
24912,Bengaluru,Tier 1,2024-11-29,571.0,Free,1
16298,Bhopal,Tier 2,2025-12-24,182.0,Free,1
48120,Kolkata,Tier 1,2025-08-18,312.0,Family,1
39540,Surat,Tier 2,2024-05-21,764.0,Free,1
21077,Bengaluru,Tier 1,2025-11-13,224.0,Free,1
2298,Mumbai,Tier 1,2023-08-04,1056.0,Premium,0
14029,Lucknow,Tier 2,2025-11-09,224.0,Premium,1
11681,Hyderabad,Tier 1,2024-12-06,2825.0,Free,1
42265,Bengaluru,Tier 1,2025-08-10,321.0,Free,1
20184,Kochi,Tier 2,2024-04-29,788.0,Premium,0
2212,Chennai,Tier 1,2025-11-07,228.0,Free,1
22024,Bhopal,Tier 2,2025-12-25,181.0,Free,1
32872,Chennai,Tier 1,2025-05-14,405.0,Free,1
16620,Surat,Tier 2,2025-11-19,218.0,Free,1
38418,Kolkata,Tier 1,2024-02-22,852.0,Free,1
16681,Bengaluru,Tier 1,2025-02-12,496.0,Free,1
41929,Delhi,Tier 1,2025-09-09,291.0,Premium,1
15515,Delhi,Tier 1,2025-08-09,319.0,Premium,1
21321,Surat,Tier 2,2024-12-29,545.0,Premium,1
44551,Mumbai,Tier 1,2025-01-21,518.0,Premium,1
3268,Lucknow,Tier 2,2025-01-26,512.0,Premium,1
48553,Bengaluru,Tier 1,2024-10-13,622.0,Premium,1
45408,Chennai,Tier 1,2024-12-01,572.0,Premium,1
37365,Surat,Tier 2,2026-04-25,63.0,Premium,1
22391,Bengaluru,Tier 1,2026-01-03,173.0,Family,1
14212,Chennai,Tier 1,2024-12-23,549.0,Free,1
1448,Pune,Tier 1,2024-06-28,723.0,Premium,1
30253,Delhi,Tier 1,2025-12-18,185.0,Premium,1
42206,Surat,Tier 2,2026-03-15,101.0,Free,0
7152,Lucknow,Tier 2,2025-12-15,191.0,Premium,1
20812,Kochi,Tier 2,2024-10-16,613.0,Family,1
7910,Bengaluru,Tier 1,2024-12-11,561.0,Free,1
30337,Nagpur,Tier 2,2026-03-30,87.0,Family,1
27012,Mumbai,Tier 1,2026-03-06,107.0,Premium,0
37898,Bengaluru,Tier 1,2025-09-09,286.0,Family,0
33894,Kochi,Tier 2,2023-09-01,1026.0,Family,1
20438,Lucknow,Tier 2,2024-01-31,872.0,Family,1
43447,Delhi,Tier 1,2025-11-21,218.0,Free,1
17403,Chennai,Tier 1,2025-05-27,391.0,Free,0
820,Bengaluru,Tier 1,2025-12-28,177.0,Premium,0
34610,Delhi,Tier 1,2026-01-12,160.0,Premium,1
45236,Surat,Tier 2,2022-10-08,1356.0,Premium,0
7074,Pune,Tier 1,2025-01-26,511.0,Premium,1
3242,Pune,Tier 1,2026-01-15,162.0,Premium,1
4859,Mumbai,Tier 1,2026-03-12,106.0,Family,1
38356,Ahmedabad,Tier 1,2024-03-07,836.0,Free,1
46067,Mumbai,Tier 1,2025-09-19,281.0,Premium,1
22802,Jaipur,Tier 2,2025-12-18,189.0,Free,1
8409,Chandigarh,Tier 2,2024-03-26,819.0,Premium,0
15241,Kolkata,Tier 1,2025-10-18,250.0,Premium,1
42392,Delhi,Tier 1,2025-08-09,320.0,Free,0
11238,Lucknow,Tier 2,2024-05-11,774.0,Premium,0
2730,Chandigarh,Tier 2,2025-08-24,301.0,Premium,1
42303,Nagpur,Tier 2,2025-11-10,229.0,Premium,0
37283,Chennai,Tier 1,2023-07-23,1067.0,Free,0
25950,Delhi,Tier 1,2025-12-31,173.0,Premium,1
12818,Nagpur,Tier 2,2025-08-07,324.0,Free,1
46369,Mumbai,Tier 1,2026-02-15,127.0,Family,1
8028,Lucknow,Tier 2,2025-02-01,510.0,Free,1
32476,Indore,Tier 2,2026-02-16,129.0,Free,1
7061,Delhi,Tier 1,2025-09-25,269.0,Family,0
11481,Kolkata,Tier 1,2026-01-17,158.0,Free,1
36991,Ahmedabad,Tier 1,2025-12-25,183.0,Free,1
42512,Pune,Tier 1,2026-01-25,151.0,Premium,1
23647,Delhi,Tier 1,2023-12-11,924.0,Premium,0
23380,Jaipur,Tier 2,2025-09-24,275.0,Free,1
12210,Delhi,Tier 1,2026-02-04,140.0,Premium,1
29869,Chandigarh,Tier 2,2023-07-29,1062.0,Premium,0
28105,Delhi,Tier 1,2024-02-05,872.0,Free,1
15190,Delhi,Tier 1,2026-02-10,132.0,Premium,1
47561,Bengaluru,Tier 1,2025-11-24,210.0,Premium,0
41461,Patna,Tier 2,2025-04-27,423.0,Free,1
13802,Surat,Tier 2,2025-02-18,490.0,Free,0
2510,Ahmedabad,Tier 1,2025-12-12,196.0,Family,1
18933,Kolkata,Tier 1,2024-05-22,761.0,Family,1
5240,Pune,Tier 1,2022-11-27,1305.0,Premium,0
28883,Bengaluru,Tier 1,2025-07-06,351.0,Free,1
4089,Mumbai,Tier 1,2025-06-13,378.0,Premium,0
38124,Lucknow,Tier 2,2025-06-22,365.0,Premium,0
15421,Ahmedabad,Tier 1,2025-05-24,,Free,1
19477,Jaipur,Tier 2,2025-01-11,528.0,Family,1
25799,Bengaluru,Tier 1,2025-02-24,485.0,Premium,0
21772,Bengaluru,Tier 1,2024-12-01,570.0,Free,1
15539,Kolkata,Tier 1,2025-06-10,378.0,Free,1
49400,Surat,Tier 2,2025-01-27,,Free,1
24011,Bhopal,Tier 2,2025-07-23,333.0,Free,1
13561,Mumbai,Tier 1,2025-02-11,497.0,Premium,1
6471,Hyderabad,Tier 1,2025-05-07,416.0,Free,1
5895,Mumbai,Tier 1,2025-05-11,409.0,Family,1
19489,Delhi,Tier 1,2022-06-15,1472.0,Premium,0
35012,Bengaluru,Tier 1,2024-02-02,875.0,Premium,1
19343,Hyderabad,Tier 1,2025-04-24,428.0,Premium,1
13727,Chennai,Tier 1,2025-01-19,521.0,Free,1
49777,Chandigarh,Tier 2,2025-02-22,490.0,Free,1
12083,Bengaluru,Tier 1,2025-03-12,468.0,Free,1
23743,Chennai,Tier 1,2026-02-05,141.0,Premium,1
32583,Coimbatore,Tier 2,2025-07-19,339.0,Premium,0
26554,Hyderabad,Tier 1,2023-10-05,996.0,Premium,0
9794,Mumbai,Tier 1,2025-05-19,401.0,Free,0
29416,Kolkata,Tier 1,2022-08-23,1398.0,Premium,0
41181,Mumbai,Tier 1,2025-05-13,405.0,Premium,1
48519,Kolkata,Tier 1,2024-10-19,612.0,Free,1
15602,Delhi,Tier 1,2024-07-06,717.0,Premium,1
24620,Bengaluru,Tier 1,2026-03-19,96.0,Premium,1
43527,Chandigarh,Tier 2,2026-04-09,74.0,Premium,1
38244,Delhi,Tier 1,2024-04-11,806.0,Free,1
37448,Pune,Tier 1,2025-03-30,450.0,Premium,1
5467,Surat,Tier 2,2025-07-16,,Free,1
3177,Nagpur,Tier 2,2026-02-09,135.0,Premium,0
6168,Chennai,Tier 1,2025-08-03,327.0,Free,1
47357,Mumbai,Tier 1,2025-04-04,448.0,Premium,1
47731,Mumbai,Tier 1,2026-03-28,90.0,Free,1
42372,Kolkata,Tier 1,2025-07-31,329.0,Free,1
2412,Bhopal,Tier 2,2025-12-17,191.0,Premium,1
48530,Hyderabad,Tier 1,2021-12-16,1652.0,Premium,0
14408,Kolkata,Tier 1,2024-10-07,626.0,Family,0
27993,Mumbai,Tier 1,2025-07-13,349.0,Family,0
27651,Bengaluru,Tier 1,2024-03-31,812.0,Premium,1
44242,Jaipur,Tier 2,2025-08-28,297.0,Premium,1
6530,Mumbai,Tier 1,2024-10-20,612.0,Premium,0
20690,Chennai,Tier 1,2025-03-02,482.0,Family,1
455,Mumbai,Tier 1,2025-08-28,302.0,Free,1
15679,Lucknow,Tier 2,2026-02-07,136.0,Premium,1
37268,Bengaluru,Tier 1,2024-05-19,766.0,Free,1
48496,Jaipur,Tier 2,2025-10-13,257.0,Free,1
42918,Delhi,Tier 1,2026-02-28,113.0,Premium,1
33203,Hyderabad,Tier 1,2026-04-18,64.0,Family,1
18956,Surat,Tier 2,2025-12-31,,Premium,0
1770,Indore,Tier 2,2025-11-21,212.0,Free,1
11303,Bhopal,Tier 2,2025-08-12,313.0,Free,1
28197,Delhi,Tier 1,2025-07-04,355.0,Free,1
1231,Delhi,Tier 1,2025-11-08,231.0,Free,0
35709,Mumbai,Tier 1,2025-10-14,251.0,Family,1
48394,Bengaluru,Tier 1,2025-12-29,175.0,Free,0
9535,Kochi,Tier 2,2020-12-09,2020.0,Premium,0
42888,Bengaluru,Tier 1,2024-12-26,546.0,Premium,1
12712,Delhi,Tier 1,2021-11-29,1671.0,Premium,0
26946,Indore,Tier 2,2025-10-27,241.0,Free,1
41300,Chandigarh,Tier 2,2025-02-20,487.0,Premium,0
2188,Pune,Tier 1,2025-07-22,339.0,Free,1
45512,Mumbai,Tier 1,2024-11-04,,Free,0
31371,Bengaluru,Tier 1,2025-11-16,220.0,Free,1
28861,Bengaluru,Tier 1,2023-06-26,1094.0,Premium,0
9713,Nagpur,Tier 2,2026-01-22,153.0,Premium,1
5936,Pune,Tier 1,2025-11-25,208.0,Free,1
36949,Mumbai,Tier 1,2024-07-11,710.0,Premium,0
1936,Mumbai,Tier 1,2025-04-24,425.0,Free,1
7168,Delhi,Tier 1,2025-04-30,420.0,Free,1
29652,Nagpur,Tier 2,2025-08-22,304.0,Free,1
2476,Mumbai,Tier 1,2024-05-27,759.0,Free,1
34468,Coimbatore,Tier 2,2024-05-01,782.0,Premium,0
23108,Mumbai,Tier 1,2023-11-01,969.0,Premium,0
26374,Kochi,Tier 2,2025-10-31,234.0,Free,1
20728,Bengaluru,Tier 1,2026-05-25,29.0,Free,0
32611,Kolkata,Tier 1,2024-10-20,612.0,Free,1
19459,Jaipur,Tier 2,2023-07-25,1063.0,Premium,1
9959,Hyderabad,Tier 1,2023-03-14,1197.0,Premium,1
17785,Chennai,Tier 1,2025-08-10,320.0,Premium,1
43952,Delhi,Tier 1,2024-05-24,762.0,Premium,0
44176,Chandigarh,Tier 2,2025-09-10,285.0,Family,1
39646,Patna,Tier 2,2025-04-05,446.0,Premium,1
13628,Bengaluru,Tier 1,2025-07-20,336.0,Free,1
1243,Bengaluru,Tier 1,2024-03-01,845.0,Premium,0
35198,Lucknow,Tier 2,2025-03-13,465.0,Family,1
49137,Bengaluru,Tier 1,2026-01-17,158.0,Free,1
46284,Pune,Tier 1,2025-08-22,304.0,Family,1
46894,Ahmedabad,Tier 1,2026-01-04,174.0,Free,1
27683,Indore,Tier 2,2025-05-31,392.0,Family,1
20349,Delhi,Tier 1,2026-06-14,12.0,Free,1
48559,Chandigarh,Tier 2,2025-08-15,310.0,Premium,1
12783,Pune,Tier 1,2026-03-31,88.0,Family,1
34180,Kochi,Tier 2,2026-02-23,123.0,Premium,1
17691,Mumbai,Tier 1,2025-10-28,239.0,Premium,1
2208,Hyderabad,Tier 1,2024-11-19,583.0,Free,0
39267,Bengaluru,Tier 1,2025-01-01,542.0,Premium,1
1752,Delhi,Tier 1,2021-11-14,,Premium,0
39968,Mumbai,Tier 1,2026-04-10,77.0,Premium,1
12883,Bengaluru,Tier 1,2025-01-14,527.0,Premium,0
14379,Kochi,Tier 2,2023-08-07,1051.0,Premium,0
25245,Delhi,Tier 1,2024-12-11,558.0,Free,1
47527,Bengaluru,Tier 1,2025-10-19,250.0,Premium,1
27340,Mumbai,Tier 1,2024-11-08,593.0,Free,1
30732,Chennai,Tier 1,2025-11-04,231.0,Premium,1
42742,Mumbai,Tier 1,2025-08-10,316.0,Premium,1
47660,Pune,Tier 1,2024-11-26,572.0,Premium,0
28938,Jaipur,Tier 2,2026-02-26,118.0,Premium,0
39164,Coimbatore,Tier 2,2026-01-28,145.0,Premium,1
45068,Chennai,Tier 1,2026-03-28,85.0,Family,1
1679,Chandigarh,Tier 2,2026-01-11,163.0,Premium,1
43200,Chandigarh,Tier 2,2026-02-15,130.0,Family,0
38409,Chandigarh,Tier 2,2025-07-04,358.0,Premium,1
46945,Mumbai,Tier 1,2025-11-13,226.0,Free,1
17021,Kolkata,Tier 1,2026-01-11,162.0,Free,1
7980,Hyderabad,Tier 1,2023-08-20,1041.0,Family,1
25857,Chennai,Tier 1,2025-11-15,223.0,Premium,1
8635,Mumbai,Tier 1,2025-06-11,377.0,Free,1
13637,Mumbai,Tier 1,2025-08-26,305.0,Free,1
19276,Mumbai,Tier 1,2024-04-28,784.0,Premium,0
29136,Bengaluru,Tier 1,2023-12-23,915.0,Premium,0
6954,Kolkata,Tier 1,2024-11-24,576.0,Premium,1
34831,Delhi,Tier 1,2024-12-27,546.0,Free,1
708,Surat,Tier 2,2024-07-05,721.0,Premium,1
46832,Nagpur,Tier 2,2024-12-25,544.0,Free,1
42305,Bengaluru,Tier 1,2025-08-24,305.0,Family,1
45712,Nagpur,Tier 2,2025-08-06,321.0,Family,1
36096,Bengaluru,Tier 1,2026-01-14,164.0,Premium,1
22512,Bhopal,Tier 2,2025-04-30,423.0,Free,0
8768,Patna,Tier 2,2025-10-06,,Premium,1
26939,Pune,Tier 1,2025-11-19,214.0,Free,1
8684,Nagpur,Tier 2,2025-12-20,185.0,Free,0
41605,Patna,Tier 2,2025-02-16,494.0,Free,1
25525,Mumbai,Tier 1,2026-01-26,146.0,Free,1
24959,Kolkata,Tier 1,2024-03-27,,Free,1
31556,Nagpur,Tier 2,2025-05-20,398.0,Premium,1
28865,Chandigarh,Tier 2,2025-11-19,217.0,Free,1
36242,Lucknow,Tier 2,2025-10-22,247.0,Premium,1
8645,Bengaluru,Tier 1,2025-01-24,519.0,Premium,1
30604,Delhi,Tier 1,2024-11-10,591.0,Family,0
36668,Hyderabad,Tier 1,2025-06-08,381.0,Free,1
7664,Coimbatore,Tier 2,2026-01-05,168.0,Premium,1
20459,Surat,Tier 2,2026-02-20,122.0,Premium,1
38446,Hyderabad,Tier 1,2026-02-22,122.0,Premium,1
17407,Delhi,Tier 1,2025-10-24,244.0,Free,1
27625,Delhi,Tier 1,2026-01-31,141.0,Free,1
19265,Mumbai,Tier 1,2023-01-05,1267.0,Premium,1
42630,Pune,Tier 1,2026-04-03,81.0,Premium,1
40787,Chandigarh,Tier 2,2025-06-25,365.0,Family,0
30234,Chennai,Tier 1,2025-09-24,272.0,Family,1
6883,Hyderabad,Tier 1,2025-08-15,315.0,Free,1
9891,Pune,Tier 1,2026-03-14,104.0,Family,1
7859,Nagpur,Tier 2,2025-06-29,362.0,Premium,1
23611,Coimbatore,Tier 2,2023-10-24,974.0,Family,1
22006,Kolkata,Tier 1,2026-02-05,136.0,Premium,1
6650,Bengaluru,Tier 1,2025-12-15,188.0,Premium,1
45302,Delhi,Tier 1,2025-12-11,194.0,Free,1
20314,Hyderabad,Tier 1,2024-11-16,585.0,Premium,1
25283,Delhi,Tier 1,2024-11-26,572.0,Family,0
3676,Chandigarh,Tier 2,2024-10-31,603.0,Free,1
12528,Mumbai,Tier 1,2024-01-28,878.0,Premium,1
11269,Mumbai,Tier 1,2026-02-02,143.0,Free,1
5117,Kolkata,Tier 1,2025-03-16,467.0,Free,1
48026,Coimbatore,Tier 2,2023-04-07,1171.0,Free,1
46404,Bengaluru,Tier 1,2023-12-15,921.0,Premium,0
27187,Jaipur,Tier 2,2026-05-18,34.0,Free,1
29278,Delhi,Tier 1,2025-10-27,241.0,Free,1
23538,Mumbai,Tier 1,2025-08-01,326.0,Premium,1
46607,Jaipur,Tier 2,2025-01-03,540.0,Free,1
30326,Bengaluru,Tier 1,2025-07-28,330.0,Free,1
10342,Bhopal,Tier 2,2025-10-18,248.0,Free,0
45364,Kochi,Tier 2,2022-12-25,1278.0,Premium,0
9512,Hyderabad,Tier 1,2024-02-01,872.0,Free,1
39625,Chandigarh,Tier 2,2025-11-29,,Premium,1
8805,Surat,Tier 2,2024-03-08,841.0,Premium,0
33942,Hyderabad,Tier 1,2026-02-04,141.0,Family,1
18047,Mumbai,Tier 1,2025-07-23,336.0,Free,1
47355,Delhi,Tier 1,2025-10-25,244.0,Free,0
24443,Delhi,Tier 1,2025-03-19,464.0,Free,1
31874,Mumbai,Tier 1,2025-04-05,444.0,Free,1
10793,Chennai,Tier 1,2025-01-18,521.0,Premium,1
44400,Mumbai,Tier 1,2024-11-13,589.0,Free,1
5542,Pune,Tier 1,2026-03-21,97.0,Free,1
15809,Mumbai,Tier 1,2025-11-19,214.0,Free,1
49500,Ahmedabad,Tier 1,2025-05-15,406.0,Premium,1
4242,Indore,Tier 2,2024-07-21,704.0,Family,1
2754,Mumbai,Tier 1,2025-02-10,498.0,Free,1
34446,Ahmedabad,Tier 1,2025-11-21,212.0,Family,1
32785,Pune,Tier 1,2025-12-26,183.0,Free,1
6966,Pune,Tier 1,2021-09-20,1736.0,Premium,0
14350,Nagpur,Tier 2,2020-06-20,2193.0,Premium,0
46263,Delhi,Tier 1,2025-03-24,459.0,Premium,1
32934,Kochi,Tier 2,2024-09-02,659.0,Free,1
35799,Delhi,Tier 1,2024-10-28,605.0,Family,0
38679,Mumbai,Tier 1,2024-08-08,686.0,Family,1
48443,Bengaluru,Tier 1,2026-01-01,177.0,Family,1
7856,Surat,Tier 2,2026-03-13,104.0,Free,1
23518,Mumbai,Tier 1,2025-12-13,193.0,Family,1
48907,Bengaluru,Tier 1,2025-10-03,262.0,Free,1
38032,Surat,Tier 2,2025-07-09,1745.0,Premium,1
7443,Jaipur,Tier 2,2026-04-20,65.0,Free,1
33659,Jaipur,Tier 2,2026-05-24,33.0,Free,0
19500,Chandigarh,Tier 2,2025-12-19,188.0,Free,1
17018,Chennai,Tier 1,2026-01-24,154.0,Family,1
7547,Pune,Tier 1,2024-11-18,581.0,Free,1
42949,Mumbai,Tier 1,2024-08-10,680.0,Free,1
3796,Ahmedabad,Tier 1,2025-10-25,242.0,Free,1
32373,Bengaluru,Tier 1,2026-03-12,103.0,Free,0
10504,Kolkata,Tier 1,2024-09-04,656.0,Family,1
23173,Lucknow,Tier 2,2024-11-16,583.0,Premium,1
7881,Bengaluru,Tier 1,2025-01-30,509.0,Family,1
12484,Indore,Tier 2,2025-02-15,495.0,Free,1
10119,Chennai,Tier 1,2020-04-22,2256.0,Premium,0
9838,Chennai,Tier 1,2025-04-26,421.0,Free,1
19260,Delhi,Tier 1,2025-08-24,302.0,Free,1
1957,Pune,Tier 1,2025-10-06,258.0,Family,1
7754,Nagpur,Tier 2,2025-11-28,211.0,Free,1
269,Mumbai,Tier 1,2024-09-26,633.0,Premium,0
30116,Mumbai,Tier 1,2022-02-18,1584.0,Premium,1
17273,Hyderabad,Tier 1,2024-07-25,702.0,Premium,1
38736,Chandigarh,Tier 2,2023-08-17,1044.0,Premium,0
41820,Chandigarh,Tier 2,2025-10-08,261.0,Free,1
27392,Bengaluru,Tier 1,2024-11-04,600.0,Free,1
23110,Mumbai,Tier 1,2025-06-18,370.0,Free,1
11683,Nagpur,Tier 2,2025-10-09,255.0,Free,1
21104,Delhi,Tier 1,2022-09-07,1389.0,Premium,0
3154,Mumbai,Tier 1,2026-02-09,135.0,Free,1
24282,Bengaluru,Tier 1,2026-04-09,78.0,Premium,0
6939,Mumbai,Tier 1,2024-12-22,549.0,Premium,1
12328,Delhi,Tier 1,2023-12-14,924.0,Premium,0
29511,Delhi,Tier 1,2025-04-05,447.0,Free,1
9824,Hyderabad,Tier 1,2022-07-20,1437.0,Premium,0
12129,Mumbai,Tier 1,2026-04-14,74.0,Family,1
14635,Delhi,Tier 1,2025-06-02,385.0,Premium,1
7798,Chandigarh,Tier 2,2025-04-02,451.0,Family,1
17006,Delhi,Tier 1,2025-02-08,504.0,Free,1
14021,Jaipur,Tier 2,2024-09-10,654.0,Free,1
46428,Bengaluru,Tier 1,2025-11-11,228.0,Premium,1
22362,Chandigarh,Tier 2,2025-06-24,362.0,Free,1
44437,Delhi,Tier 1,2025-03-13,470.0,Premium,1
21266,Hyderabad,Tier 1,2025-06-06,383.0,Premium,0
44317,Patna,Tier 2,2025-12-29,180.0,Premium,1
18925,Delhi,Tier 1,2026-01-30,147.0,Family,1
49837,Pune,Tier 1,2025-10-19,249.0,Premium,1
30397,Delhi,Tier 1,2023-10-02,994.0,Family,1
3743,Nagpur,Tier 2,2025-03-21,463.0,Free,1
47788,Chennai,Tier 1,2026-02-09,133.0,Free,1
26507,Jaipur,Tier 2,2026-03-30,86.0,Free,1
13739,Coimbatore,Tier 2,2026-01-04,174.0,Free,1
45473,Chandigarh,Tier 2,2025-11-28,206.0,Premium,1
4049,Bengaluru,Tier 1,2025-07-26,336.0,Free,1
44495,Bhopal,Tier 2,2025-10-23,246.0,Free,1
