user_id,playlist_adds_last_30d,search_queries_last_30d
4785,1.0,17.0
31763,2.0,20.0
33314,2.0,10.0
21468,3.0,18.0
6002,8.0,12.0
19151,3.0,17.0
49262,4.0,13.0
48712,2.0,16.0
11672,2.0,14.0
6383,3.0,15.0
47455,,7.0
31337,5.0,15.0
41694,0.0,1.0
16177,4.0,11.0
29298,3.0,18.0
32906,1.0,25.0
45179,2.0,15.0
42939,6.0,10.0
38155,4.0,12.0
40496,1.0,14.0
13045,3.0,9.0
18064,2.0,16.0
35048,3.0,17.0
40970,4.0,16.0
40403,3.0,19.0
36148,4.0,16.0
4027,2.0,20.0
14552,2.0,24.0
6052,2.0,9.0
13679,3.0,17.0
14134,1.0,9.0
23764,1.0,9.0
17669,5.0,11.0
46208,,15.0
12920,3.0,15.0
28912,6.0,18.0
16840,5.0,11.0
35234,0.0,5.0
11080,0.0,1.0
36050,2.0,13.0
14974,4.0,15.0
1121,1.0,21.0
17452,0.0,2.0
14724,0.0,12.0
40632,2.0,12.0
333,2.0,16.0
6777,,9.0
44907,7.0,17.0
12362,4.0,12.0
45164,3.0,10.0
5287,0.0,3.0
43653,5.0,17.0
48610,0.0,4.0
37139,2.0,7.0
5244,5.0,13.0
28831,5.0,15.0
30327,0.0,13.0
35738,2.0,15.0
34636,4.0,11.0
34014,10.0,13.0
28507,0.0,6.0
14162,5.0,19.0
392,3.0,16.0
9404,4.0,18.0
31709,2.0,19.0
32073,1.0,12.0
28805,2.0,16.0
863,2.0,18.0
13268,0.0,18.0
6182,0.0,2.0
46781,6.0,14.0
49869,5.0,12.0
41639,5.0,
42162,5.0,23.0
34598,5.0,12.0
44707,1.0,13.0
36990,3.0,16.0
41058,4.0,17.0
30984,4.0,14.0
49313,2.0,13.0
328,2.0,19.0
1599,2.0,12.0
46926,3.0,12.0
41718,5.0,8.0
14657,3.0,16.0
1997,4.0,16.0
12556,8.0,8.0
49666,5.0,16.0
38331,3.0,12.0
43,4.0,13.0
27711,0.0,2.0
4562,8.0,20.0
21747,3.0,14.0
36303,4.0,8.0
19963,0.0,17.0
43190,3.0,15.0
22811,0.0,
16953,4.0,18.0
36162,5.0,16.0
10093,2.0,21.0
335,2.0,7.0
10181,3.0,13.0
733,3.0,21.0
2499,2.0,8.0
3910,2.0,13.0
20642,2.0,18.0
16130,5.0,9.0
7261,,18.0
26321,8.0,14.0
11061,4.0,11.0
46209,2.0,19.0
17273,1.0,16.0
27513,0.0,18.0
14611,5.0,20.0
48100,2.0,16.0
47965,2.0,18.0
26637,0.0,10.0
11822,6.0,13.0
19121,3.0,14.0
15668,4.0,16.0
17491,3.0,17.0
42408,1.0,16.0
39516,5.0,12.0
11938,1.0,17.0
17348,2.0,15.0
16561,3.0,8.0
20664,4.0,13.0
46294,9.0,8.0
44862,4.0,10.0
23704,0.0,3.0
34130,4.0,12.0
42626,1.0,10.0
26097,4.0,16.0
3601,4.0,13.0
22566,1.0,
2218,3.0,8.0
39722,8.0,12.0
28285,4.0,19.0
26659,7.0,15.0
34414,4.0,10.0
20748,3.0,15.0
3548,1.0,12.0
15854,3.0,7.0
11949,2.0,13.0
4513,2.0,14.0
38416,6.0,15.0
22668,2.0,18.0
49120,3.0,12.0
49252,5.0,14.0
34017,0.0,2.0
24053,9.0,13.0
8575,0.0,5.0
3677,4.0,19.0
4750,5.0,11.0
46246,4.0,12.0
2776,5.0,17.0
29437,3.0,14.0
815,0.0,1.0
20811,4.0,
33833,3.0,14.0
14590,3.0,10.0
28076,4.0,10.0
19764,3.0,16.0
16822,6.0,18.0
7137,6.0,17.0
930,5.0,20.0
2389,5.0,10.0
12241,5.0,19.0
17520,4.0,21.0
11790,1.0,15.0
47067,3.0,17.0
11634,0.0,16.0
38326,0.0,2.0
39893,0.0,4.0
49927,4.0,19.0
26833,2.0,80.0
7012,1.0,23.0
34251,3.0,18.0
22795,3.0,20.0
49719,6.0,12.0
24326,5.0,17.0
34303,1.0,15.0
12288,0.0,16.0
23479,2.0,15.0
49591,0.0,3.0
37529,1.0,12.0
20024,3.0,13.0
36523,4.0,17.0
28874,3.0,16.0
2611,2.0,12.0
47533,4.0,18.0
11629,4.0,10.0
45037,5.0,13.0
7104,3.0,18.0
40975,5.0,15.0
19388,2.0,11.0
12493,1.0,8.0
17445,5.0,
48550,5.0,27.0
44772,3.0,13.0
9453,2.0,11.0
32515,3.0,12.0
44734,0.0,2.0
21176,6.0,15.0
24165,0.0,
38309,1.0,16.0
33573,0.0,0.0
28723,0.0,4.0
430,2.0,23.0
21814,,16.0
19315,3.0,11.0
22184,2.0,14.0
23370,2.0,9.0
5979,4.0,13.0
49286,5.0,19.0
37879,0.0,3.0
23123,1.0,9.0
22802,2.0,13.0
44522,2.0,16.0
9433,0.0,2.0
47221,3.0,12.0
36394,0.0,9.0
13793,3.0,12.0
23302,1.0,9.0
20100,4.0,13.0
13846,4.0,20.0
26564,0.0,4.0
47410,5.0,14.0
28889,2.0,13.0
46824,2.0,15.0
38236,0.0,3.0
23783,5.0,7.0
12144,3.0,12.0
13631,4.0,16.0
15712,4.0,10.0
34357,6.0,17.0
39194,2.0,
38811,0.0,16.0
20528,4.0,12.0
39530,5.0,10.0
35819,5.0,10.0
47920,3.0,9.0
32882,3.0,17.0
20358,5.0,15.0
33491,2.0,18.0
32460,1.0,18.0
7829,4.0,18.0
14349,1.0,19.0
27811,6.0,12.0
5643,0.0,2.0
38142,4.0,18.0
32290,4.0,11.0
14006,2.0,14.0
13869,3.0,18.0
20635,2.0,14.0
36209,3.0,16.0
39182,3.0,15.0
3951,5.0,17.0
37565,1.0,17.0
1103,0.0,4.0
24367,3.0,13.0
34123,1.0,12.0
42609,4.0,10.0
8625,0.0,3.0
18708,1.0,110.0
35983,,10.0
28162,1.0,10.0
42786,6.0,20.0
12962,4.0,19.0
13955,3.0,8.0
49032,3.0,13.0
46013,4.0,17.0
26125,1.0,14.0
8727,5.0,12.0
41808,3.0,13.0
8277,1.0,12.0
31248,0.0,3.0
28542,2.0,18.0
9452,3.0,19.0
38270,4.0,12.0
37096,0.0,3.0
18039,1.0,19.0
28168,7.0,16.0
47948,3.0,15.0
9079,8.0,10.0
2798,2.0,13.0
48659,8.0,17.0
22843,1.0,18.0
10019,2.0,11.0
5523,6.0,4.0
41105,5.0,90.0
29861,5.0,11.0
48453,5.0,14.0
16804,3.0,14.0
6711,0.0,2.0
6659,2.0,16.0
44498,7.0,20.0
31094,0.0,3.0
13980,3.0,17.0
41134,3.0,16.0
37635,7.0,10.0
41054,0.0,1.0
11070,1.0,16.0
2204,0.0,15.0
8792,1.0,16.0
48191,3.0,13.0
49,3.0,19.0
45060,4.0,8.0
13487,4.0,
20091,1.0,14.0
7004,1.0,19.0
39775,,21.0
516,6.0,11.0
35787,5.0,21.0
37777,0.0,20.0
6260,6.0,14.0
8323,5.0,15.0
23128,2.0,14.0
22747,1.0,20.0
38049,0.0,4.0
42540,0.0,6.0
26860,0.0,13.0
20416,3.0,16.0
37032,0.0,7.0
36543,4.0,17.0
27693,2.0,9.0
28923,4.0,21.0
31741,1.0,17.0
15782,0.0,3.0
3873,4.0,13.0
37303,2.0,7.0
8574,7.0,14.0
16957,6.0,13.0
29862,2.0,12.0
8190,6.0,13.0
36494,0.0,2.0
36395,3.0,16.0
27017,0.0,4.0
306,3.0,17.0
14598,2.0,18.0
6443,2.0,10.0
45028,2.0,11.0
16687,3.0,28.0
43062,5.0,14.0
34499,0.0,0.0
23421,3.0,110.0
7982,2.0,19.0
36236,2.0,12.0
44271,2.0,11.0
3241,1.0,11.0
23715,1.0,13.0
32526,4.0,17.0
42779,5.0,10.0
30611,1.0,17.0
30642,4.0,17.0
26818,6.0,9.0
27974,3.0,15.0
19755,1.0,24.0
40938,4.0,14.0
37571,3.0,13.0
15671,2.0,9.0
32385,1.0,13.0
42032,3.0,10.0
19018,5.0,11.0
39318,2.0,10.0
4107,7.0,23.0
19194,2.0,11.0
12743,0.0,3.0
4347,0.0,1.0
16449,4.0,17.0
48040,7.0,21.0
2598,2.0,17.0
1936,3.0,16.0
22755,,14.0
19995,6.0,17.0
18292,5.0,12.0
11457,0.0,14.0
34140,4.0,12.0
1415,3.0,19.0
12438,1.0,
1691,,16.0
6647,4.0,22.0
35106,3.0,19.0
29966,5.0,17.0
33181,4.0,23.0
345,1.0,24.0
34318,3.0,10.0
44321,1.0,14.0
30940,4.0,14.0
32454,0.0,16.0
26776,4.0,12.0
607,3.0,9.0
48326,5.0,6.0
28265,4.0,10.0
5513,2.0,12.0
47282,3.0,9.0
43267,2.0,14.0
15025,2.0,17.0
37643,3.0,13.0
36784,2.0,12.0
32124,3.0,12.0
29442,6.0,13.0
43568,8.0,15.0
38401,2.0,19.0
16353,3.0,4.0
9816,6.0,11.0
36854,5.0,9.0
26871,6.0,14.0
15963,3.0,16.0
44868,4.0,13.0
49280,7.0,14.0
29214,2.0,17.0
20035,3.0,16.0
27701,4.0,8.0
4590,8.0,14.0
2781,5.0,7.0
39808,2.0,15.0
6083,3.0,15.0
21106,1.0,13.0
40167,2.0,15.0
17686,2.0,9.0
14568,2.0,16.0
26921,2.0,7.0
23036,2.0,12.0
27527,4.0,17.0
24946,6.0,15.0
22032,3.0,8.0
48305,2.0,14.0
35568,2.0,10.0
22019,0.0,9.0
22113,2.0,18.0
43563,1.0,14.0
48598,0.0,2.0
5679,2.0,15.0
35533,1.0,18.0
38009,4.0,14.0
11753,4.0,15.0
4919,4.0,17.0
9474,4.0,19.0
12466,0.0,1.0
41182,5.0,14.0
34053,4.0,
27637,6.0,9.0
36122,2.0,18.0
36297,3.0,10.0
41881,2.0,14.0
27274,3.0,14.0
22506,4.0,14.0
5633,3.0,9.0
42456,5.0,16.0
18377,1.0,12.0
41360,5.0,17.0
22364,6.0,10.0
39992,,
9867,0.0,6.0
11288,5.0,18.0
18763,3.0,13.0
26875,3.0,12.0
44845,6.0,13.0
44720,6.0,10.0
14181,3.0,14.0
49718,4.0,11.0
32962,1.0,17.0
22875,5.0,15.0
19342,4.0,13.0
28150,0.0,1.0
33145,1.0,16.0
9929,3.0,19.0
34941,4.0,19.0
49324,3.0,12.0
47383,4.0,20.0
7370,2.0,9.0
31012,4.0,18.0
25262,4.0,
32038,1.0,10.0
9857,0.0,1.0
36329,3.0,13.0
16694,5.0,16.0
7174,8.0,10.0
28861,0.0,2.0
21180,6.0,16.0
24453,3.0,13.0
3322,2.0,
9425,1.0,14.0
14874,0.0,2.0
1431,0.0,2.0
16302,4.0,5.0
9730,5.0,16.0
4681,0.0,
11878,2.0,12.0
2532,1.0,18.0
7369,0.0,2.0
22155,1.0,10.0
39471,5.0,11.0
24937,2.0,11.0
3305,6.0,14.0
33533,5.0,11.0
20441,3.0,13.0
3702,0.0,5.0
26689,1.0,16.0
35666,2.0,10.0
41742,,12.0
6483,3.0,17.0
20978,3.0,5.0
4859,0.0,12.0
43346,8.0,10.0
29652,0.0,8.0
7072,1.0,11.0
45961,3.0,16.0
11415,5.0,10.0
17383,2.0,19.0
48986,7.0,13.0
3065,5.0,19.0
3734,4.0,15.0
31819,0.0,2.0
49956,2.0,8.0
4120,3.0,20.0
40719,3.0,16.0
38643,5.0,14.0
1876,1.0,17.0
14261,3.0,9.0
17055,6.0,10.0
32924,3.0,17.0
37164,3.0,14.0
1379,4.0,16.0
48653,4.0,12.0
5983,2.0,9.0
46702,5.0,12.0
20674,2.0,13.0
13146,3.0,12.0
23467,2.0,15.0
13926,3.0,12.0
16940,1.0,16.0
29367,6.0,10.0
35517,4.0,16.0
28118,7.0,16.0
40836,2.0,
33910,0.0,4.0
33620,4.0,13.0
45384,5.0,14.0
44881,2.0,19.0
49409,0.0,3.0
45422,4.0,10.0
29660,3.0,8.0
25586,4.0,10.0
27335,4.0,25.0
21251,4.0,17.0
24344,4.0,11.0
17030,4.0,12.0
22463,5.0,9.0
33078,2.0,13.0
11910,3.0,5.0
39122,1.0,15.0
17398,2.0,9.0
1036,4.0,6.0
13770,2.0,17.0
28307,3.0,11.0
15491,7.0,20.0
19305,1.0,13.0
37586,6.0,12.0
43617,4.0,11.0
38069,3.0,6.0
14121,,13.0
14166,4.0,12.0
43278,2.0,10.0
28166,6.0,16.0
22589,1.0,18.0
10883,3.0,13.0
2634,4.0,15.0
47981,0.0,1.0
10476,4.0,14.0
46645,1.0,17.0
30734,4.0,17.0
18341,0.0,2.0
33038,0.0,2.0
7008,3.0,18.0
3723,2.0,16.0
37442,5.0,12.0
41165,3.0,14.0
4738,0.0,10.0
29224,0.0,18.0
6426,2.0,
36880,2.0,13.0
28629,5.0,12.0
46694,1.0,17.0
8168,6.0,13.0
46283,4.0,10.0
2904,2.0,11.0
6867,1.0,10.0
49138,0.0,4.0
40200,3.0,16.0
39212,4.0,14.0
40459,4.0,14.0
12079,2.0,15.0
17474,3.0,13.0
15208,0.0,30.0
3986,4.0,13.0
9390,4.0,17.0
39128,4.0,19.0
49541,1.0,18.0
41902,5.0,13.0
32816,4.0,9.0
2118,0.0,1.0
45129,,8.0
20522,1.0,9.0
5438,4.0,14.0
31836,0.0,12.0
43418,7.0,23.0
33400,0.0,2.0
123,3.0,18.0
29251,1.0,14.0
33601,2.0,16.0
25009,2.0,15.0
18657,2.0,14.0
42512,3.0,16.0
29621,0.0,12.0
19264,1.0,12.0
22286,0.0,1.0
15773,5.0,17.0
36282,1.0,18.0
25453,2.0,11.0
23242,5.0,11.0
37205,4.0,7.0
23269,0.0,15.0
12975,2.0,13.0
46552,5.0,15.0
29820,4.0,13.0
23348,2.0,14.0
33648,3.0,13.0
49291,0.0,1.0
44322,1.0,13.0
4132,,4.0
6344,1.0,20.0
587,3.0,13.0
21175,,15.0
443,5.0,11.0
26998,2.0,11.0
34385,6.0,8.0
42065,3.0,14.0
15066,3.0,13.0
31218,2.0,11.0
27250,3.0,17.0
13189,1.0,18.0
43219,6.0,110.0
7353,4.0,18.0
26314,0.0,1.0
11911,2.0,10.0
47089,3.0,13.0
46937,2.0,20.0
12838,2.0,12.0
30258,3.0,
1480,8.0,19.0
31575,3.0,16.0
22644,1.0,11.0
14959,3.0,15.0
1652,7.0,11.0
2900,4.0,13.0
31363,5.0,15.0
31441,2.0,11.0
14109,,13.0
23480,1.0,15.0
21885,4.0,
11291,3.0,16.0
38375,,11.0
47996,4.0,13.0
47719,3.0,17.0
22455,2.0,22.0
10303,1.0,13.0
37794,0.0,5.0
32315,4.0,11.0
15174,1.0,12.0
9564,4.0,15.0
6652,3.0,9.0
22660,,10.0
25354,4.0,14.0
39310,8.0,17.0
48739,4.0,15.0
14748,0.0,5.0
44553,4.0,9.0
2337,2.0,22.0
46749,5.0,11.0
5985,2.0,16.0
24583,3.0,13.0
6571,7.0,15.0
30182,0.0,1.0
4507,2.0,
31084,2.0,12.0
39520,2.0,10.0
24510,3.0,16.0
34904,4.0,
2087,6.0,16.0
23566,5.0,16.0
19767,,13.0
26845,0.0,6.0
16508,7.0,16.0
39170,3.0,17.0
27201,4.0,9.0
28926,4.0,13.0
43637,4.0,14.0
16937,4.0,14.0
35976,0.0,0.0
13695,1.0,13.0
2907,3.0,15.0
37614,6.0,8.0
19295,4.0,19.0
44843,2.0,11.0
10401,3.0,12.0
12617,5.0,10.0
38317,4.0,13.0
45052,3.0,16.0
42659,4.0,9.0
42668,0.0,4.0
46249,3.0,18.0
23002,0.0,1.0
4844,,13.0
49321,4.0,17.0
44244,3.0,12.0
35997,3.0,14.0
32751,4.0,16.0
34200,1.0,15.0
25893,3.0,11.0
26196,0.0,5.0
37054,2.0,13.0
6701,8.0,21.0
49889,,2.0
21198,2.0,16.0
28226,3.0,9.0
1124,3.0,16.0
37233,0.0,1.0
37805,3.0,11.0
28680,2.0,17.0
32722,,90.0
32087,0.0,1.0
46365,1.0,16.0
17149,4.0,19.0
28722,3.0,14.0
18826,3.0,10.0
13413,5.0,5.0
22919,4.0,17.0
21296,0.0,3.0
33207,2.0,15.0
47489,9.0,7.0
35579,1.0,20.0
41446,5.0,17.0
1844,6.0,21.0
45263,,18.0
42135,5.0,11.0
31086,4.0,11.0
31960,3.0,11.0
15146,0.0,8.0
21465,4.0,10.0
6041,6.0,14.0
17593,1.0,11.0
4357,3.0,20.0
32052,1.0,18.0
46347,,19.0
9994,0.0,15.0
21484,4.0,13.0
3453,5.0,16.0
16258,3.0,
10718,2.0,23.0
43791,0.0,1.0
11683,8.0,
15995,4.0,16.0
37656,4.0,11.0
37409,4.0,15.0
47182,2.0,10.0
13706,3.0,12.0
27061,1.0,
11941,4.0,10.0
29017,1.0,19.0
7674,2.0,9.0
13217,0.0,3.0
35167,3.0,12.0
13722,5.0,17.0
22112,2.0,17.0
6614,1.0,11.0
15210,2.0,11.0
17946,6.0,16.0
15675,0.0,1.0
3328,1.0,12.0
31122,5.0,15.0
39035,4.0,18.0
49254,0.0,4.0
36352,5.0,16.0
30798,6.0,16.0
26681,6.0,13.0
14809,1.0,18.0
17469,5.0,18.0
32581,1.0,15.0
44835,8.0,11.0
44713,6.0,10.0
25924,2.0,9.0
47269,,18.0
26310,2.0,16.0
49380,3.0,9.0
25789,1.0,16.0
22255,1.0,12.0
18135,1.0,7.0
31921,6.0,12.0
39931,3.0,13.0
31810,4.0,17.0
19825,1.0,16.0
20480,2.0,15.0
37448,3.0,12.0
42551,5.0,9.0
7821,4.0,16.0
43049,0.0,2.0
15727,7.0,13.0
9271,2.0,14.0
6001,0.0,1.0
17780,2.0,20.0
43454,1.0,14.0
9908,2.0,12.0
30580,2.0,14.0
39956,1.0,11.0
16999,6.0,17.0
13388,3.0,17.0
25504,1.0,14.0
13845,2.0,14.0
46690,3.0,9.0
26132,5.0,11.0
42615,0.0,5.0
49394,2.0,19.0
41866,6.0,14.0
1501,4.0,20.0
34767,4.0,14.0
907,3.0,11.0
16543,5.0,23.0
18233,5.0,10.0
24941,5.0,14.0
5187,0.0,4.0
48221,2.0,20.0
14502,3.0,19.0
18304,0.0,8.0
14288,7.0,
6884,3.0,17.0
37523,6.0,17.0
48030,5.0,18.0
30416,7.0,12.0
40669,0.0,8.0
10666,2.0,
8357,2.0,19.0
31242,3.0,14.0
49225,3.0,15.0
22009,5.0,8.0
27014,2.0,19.0
24517,4.0,12.0
781,1.0,17.0
17336,5.0,7.0
7248,0.0,4.0
37528,2.0,12.0
16368,3.0,12.0
36447,1.0,11.0
12605,0.0,11.0
10352,,5.0
19957,3.0,13.0
35838,4.0,11.0
16958,5.0,14.0
39509,4.0,13.0
42580,0.0,1.0
16369,7.0,10.0
16171,1.0,14.0
44445,3.0,19.0
11313,1.0,19.0
33614,0.0,18.0
48526,8.0,18.0
41194,5.0,15.0
17649,3.0,12.0
28083,1.0,16.0
19517,0.0,10.0
26441,1.0,20.0
15243,3.0,11.0
13475,1.0,10.0
17579,5.0,17.0
9108,3.0,10.0
19414,0.0,13.0
14529,8.0,11.0
5602,4.0,9.0
41703,3.0,15.0
30115,5.0,14.0
17854,6.0,16.0
20402,3.0,18.0
13094,3.0,9.0
16510,1.0,15.0
17751,1.0,16.0
32727,3.0,8.0
15262,1.0,14.0
31493,6.0,26.0
32383,4.0,6.0
44309,0.0,13.0
46168,4.0,14.0
31871,7.0,17.0
44082,3.0,17.0
29686,2.0,24.0
23047,2.0,12.0
4647,0.0,5.0
40935,,13.0
2684,2.0,17.0
42461,3.0,7.0
23956,2.0,16.0
11336,2.0,20.0
37761,4.0,14.0
846,4.0,14.0
1479,4.0,14.0
10617,3.0,19.0
8633,5.0,
5283,2.0,12.0
30871,1.0,11.0
29880,4.0,21.0
20634,1.0,9.0
9600,0.0,2.0
15504,0.0,8.0
26468,3.0,15.0
46888,3.0,8.0
43100,4.0,17.0
1861,5.0,13.0
28675,0.0,1.0
9228,4.0,12.0
26318,1.0,13.0
33815,4.0,14.0
18979,3.0,15.0
40767,1.0,15.0
41056,1.0,17.0
6354,2.0,20.0
24995,0.0,1.0
26003,7.0,11.0
21059,6.0,11.0
47877,5.0,10.0
1014,4.0,11.0
417,2.0,16.0
6610,4.0,16.0
11772,0.0,0.0
37023,4.0,10.0
17796,4.0,12.0
36018,3.0,17.0
6366,1.0,15.0
24586,4.0,18.0
22031,6.0,13.0
17849,5.0,7.0
45827,0.0,2.0
15816,4.0,6.0
45189,3.0,13.0
16877,5.0,15.0
1321,3.0,18.0
267,1.0,14.0
21313,5.0,9.0
25855,4.0,9.0
1224,3.0,16.0
33673,3.0,14.0
29768,6.0,22.0
27979,3.0,
5611,4.0,17.0
882,7.0,13.0
26417,6.0,16.0
29135,2.0,19.0
956,3.0,16.0
4644,3.0,14.0
41618,4.0,17.0
6969,3.0,21.0
37398,2.0,11.0
17197,3.0,18.0
30664,2.0,14.0
33067,1.0,16.0
42743,2.0,8.0
24851,1.0,17.0
43964,3.0,13.0
30346,1.0,25.0
29080,3.0,8.0
38626,4.0,12.0
40181,5.0,5.0
46761,1.0,10.0
35802,4.0,13.0
19022,2.0,14.0
49061,5.0,15.0
45789,5.0,10.0
17011,0.0,12.0
14087,5.0,17.0
25645,2.0,18.0
4335,3.0,8.0
26985,4.0,10.0
39704,3.0,16.0
38231,3.0,12.0
16242,4.0,17.0
1128,2.0,11.0
17455,0.0,11.0
4291,1.0,10.0
19487,3.0,16.0
34113,1.0,8.0
12086,2.0,13.0
10722,3.0,14.0
3095,4.0,12.0
40697,4.0,12.0
49933,1.0,10.0
32861,4.0,16.0
26282,,12.0
16683,1.0,17.0
39457,5.0,10.0
23780,5.0,15.0
49966,3.0,8.0
884,3.0,8.0
26912,2.0,11.0
17582,1.0,20.0
30769,1.0,12.0
23441,4.0,17.0
37402,0.0,26.0
19774,7.0,13.0
47552,1.0,7.0
30528,2.0,14.0
17470,4.0,9.0
20776,4.0,16.0
19133,6.0,18.0
14653,6.0,8.0
5551,1.0,15.0
20680,3.0,20.0
15481,5.0,12.0
4,0.0,3.0
4615,1.0,18.0
24306,5.0,23.0
2822,5.0,11.0
8756,2.0,18.0
11537,1.0,12.0
27888,2.0,16.0
20932,4.0,
39167,0.0,3.0
26729,5.0,18.0
26690,0.0,3.0
43212,4.0,13.0
24380,1.0,15.0
31799,5.0,18.0
11084,4.0,20.0
21874,5.0,20.0
36287,6.0,13.0
9493,0.0,6.0
18544,2.0,10.0
29759,3.0,10.0
20770,0.0,2.0
31948,1.0,17.0
21682,5.0,11.0
48779,4.0,11.0
4294,4.0,14.0
5799,8.0,11.0
1818,2.0,8.0
28015,4.0,17.0
34160,4.0,9.0
46983,0.0,18.0
30321,2.0,18.0
44763,0.0,3.0
22787,0.0,2.0
30271,6.0,25.0
10097,,15.0
39766,0.0,3.0
28830,4.0,16.0
6060,6.0,12.0
14701,4.0,13.0
39719,6.0,18.0
26748,1.0,8.0
7366,4.0,12.0
9288,4.0,22.0
10763,2.0,
47833,3.0,11.0
20538,8.0,14.0
25422,6.0,9.0
11627,5.0,14.0
32090,3.0,11.0
6058,4.0,15.0
27485,3.0,10.0
14427,5.0,15.0
12717,3.0,13.0
3520,3.0,16.0
27149,3.0,18.0
37796,1.0,14.0
19721,1.0,
14414,4.0,15.0
25126,3.0,11.0
36445,1.0,17.0
11853,2.0,15.0
30790,0.0,10.0
23157,0.0,10.0
22438,1.0,13.0
11267,3.0,21.0
43324,5.0,19.0
46201,1.0,13.0
37617,6.0,16.0
42618,3.0,14.0
8187,5.0,13.0
31593,4.0,12.0
23151,4.0,18.0
16394,1.0,19.0
32539,2.0,10.0
28991,1.0,6.0
31220,1.0,8.0
34615,0.0,3.0
32206,5.0,13.0
6947,0.0,4.0
5504,1.0,11.0
39368,2.0,12.0
20831,4.0,14.0
26110,1.0,10.0
28650,3.0,18.0
30987,0.0,2.0
35831,0.0,3.0
39127,3.0,15.0
10416,3.0,12.0
46960,0.0,12.0
8143,3.0,15.0
44285,5.0,16.0
13812,5.0,13.0
37954,4.0,11.0
6437,2.0,12.0
17224,3.0,16.0
25072,4.0,15.0
8228,3.0,12.0
26578,3.0,20.0
47677,3.0,
34464,1.0,17.0
8072,5.0,14.0
3320,3.0,12.0
44421,7.0,10.0
44422,7.0,15.0
21607,0.0,21.0
3250,4.0,10.0
36326,0.0,10.0
44058,5.0,9.0
25648,4.0,17.0
43862,0.0,17.0
22475,1.0,18.0
2242,2.0,11.0
34632,4.0,11.0
27131,6.0,17.0
31883,5.0,12.0
17356,2.0,23.0
2860,1.0,15.0
26857,1.0,15.0
24478,4.0,12.0
21147,10.0,14.0
21089,4.0,11.0
35776,6.0,11.0
12199,2.0,11.0
34506,3.0,12.0
18112,3.0,16.0
32112,5.0,17.0
27088,5.0,18.0
32051,6.0,12.0
38636,3.0,11.0
35727,2.0,13.0
34646,6.0,12.0
14386,2.0,13.0
12966,1.0,18.0
42828,2.0,19.0
33698,2.0,14.0
12434,2.0,10.0
3174,3.0,6.0
31384,1.0,16.0
10689,2.0,11.0
39430,3.0,25.0
35295,7.0,7.0
21595,0.0,16.0
30288,1.0,14.0
23649,0.0,2.0
11021,5.0,14.0
44446,5.0,9.0
29987,0.0,4.0
54,3.0,13.0
20701,0.0,4.0
43361,0.0,2.0
49450,4.0,19.0
35881,4.0,12.0
26982,1.0,4.0
4103,3.0,12.0
32037,5.0,17.0
26603,2.0,13.0
40138,2.0,16.0
36167,5.0,9.0
2530,6.0,8.0
18424,5.0,17.0
22056,4.0,13.0
15413,4.0,12.0
45204,3.0,9.0
43398,3.0,9.0
2136,7.0,16.0
31660,0.0,9.0
19339,4.0,18.0
29711,2.0,15.0
33142,4.0,16.0
38081,1.0,13.0
8856,3.0,15.0
48028,2.0,9.0
7720,4.0,10.0
42040,2.0,15.0
698,2.0,17.0
20941,5.0,19.0
38084,7.0,11.0
26646,2.0,12.0
41749,2.0,15.0
143,5.0,8.0
13599,5.0,16.0
43574,2.0,15.0
40721,3.0,19.0
2770,4.0,12.0
35982,4.0,10.0
29649,3.0,12.0
40247,4.0,18.0
43424,5.0,17.0
32390,0.0,4.0
1944,2.0,17.0
38396,0.0,9.0
40013,0.0,1.0
14044,0.0,4.0
33150,6.0,8.0
42281,4.0,15.0
27313,4.0,12.0
15857,2.0,14.0
42055,1.0,14.0
49063,0.0,2.0
41225,2.0,18.0
3972,1.0,12.0
13039,3.0,16.0
43792,3.0,12.0
34359,4.0,11.0
8899,4.0,11.0
12518,5.0,10.0
20075,1.0,14.0
29712,4.0,9.0
12496,5.0,17.0
16644,0.0,10.0
20838,3.0,15.0
606,5.0,11.0
36579,2.0,18.0
42639,4.0,5.0
3916,5.0,17.0
1064,1.0,9.0
38384,4.0,14.0
19839,4.0,15.0
10419,1.0,12.0
30336,4.0,14.0
22440,3.0,13.0
599,4.0,9.0
29978,3.0,7.0
39913,5.0,14.0
48868,4.0,18.0
7777,7.0,14.0
27045,8.0,16.0
5013,3.0,8.0
27978,3.0,20.0
47320,2.0,16.0
38298,0.0,14.0
5025,2.0,
32170,5.0,13.0
15976,4.0,17.0
7171,1.0,16.0
21486,3.0,10.0
23675,4.0,13.0
22210,4.0,16.0
8954,3.0,13.0
2019,4.0,16.0
17494,1.0,10.0
13463,3.0,11.0
33048,7.0,10.0
10633,2.0,6.0
41906,4.0,18.0
13744,3.0,20.0
2323,,17.0
40039,2.0,13.0
37241,4.0,16.0
39612,4.0,14.0
33649,6.0,13.0
30802,2.0,11.0
43156,1.0,16.0
44111,8.0,
15365,,16.0
48132,3.0,10.0
38488,4.0,15.0
24526,6.0,13.0
46082,5.0,16.0
34901,3.0,13.0
27957,3.0,16.0
48890,4.0,15.0
45170,5.0,9.0
14192,5.0,16.0
26382,7.0,
45090,0.0,2.0
19050,2.0,9.0
10923,0.0,4.0
23212,6.0,16.0
28636,3.0,10.0
7232,3.0,19.0
4858,6.0,13.0
37790,1.0,11.0
32760,5.0,16.0
40688,3.0,5.0
