user_id,city,city_tier,signup_date,account_age_days,subscription_type,retained_30_days,avg_daily_listening_hours,skip_rate_pct,playlist_adds_last_30d,search_queries_last_30d
24436,Kochi,Tier 2,2025-12-29,175.0,Free,1,1.5,24.54,3.0,9.0
12768,Bengaluru,Tier 1,2024-03-23,824.0,Premium,1,0.29,15.81,3.0,24.0
7426,Delhi,Tier 1,2024-12-24,545.0,Free,1,2.37,12.1,4.0,140.0
23092,Hyderabad,Tier 1,2024-02-07,865.0,Premium,1,2.81,23.16,1.0,12.0
6839,Patna,Tier 2,2026-03-27,89.0,Free,0,1.27,17.27,5.0,18.0
7656,Lucknow,Tier 2,2025-09-09,288.0,Free,1,1.59,17.83,2.0,11.0
12487,Delhi,Tier 1,2025-05-05,2085.0,Free,1,3.93,18.24,4.0,10.0
18140,Bengaluru,Tier 1,2026-05-07,47.0,Free,1,1.99,27.58,1.0,14.0
28891,Kolkata,Tier 1,2026-03-05,111.0,Free,0,0.47,51.825,2.0,17.0
31288,Bengaluru,Tier 1,2025-04-22,425.0,Premium,0,6.08,67.39,0.0,2.0
10849,Surat,Tier 2,2026-01-01,171.0,Family,1,2.05,10.25,5.0,17.0
2254,Kolkata,Tier 1,2025-07-10,347.0,Free,1,1.08,19.57,5.0,22.0
30148,Kolkata,Tier 1,2025-09-08,286.0,Free,1,0.99,23.16,7.0,6.0
7292,Bengaluru,Tier 1,2025-03-06,476.0,Premium,0,2.04,71.3,3.0,20.0
28668,Pune,Tier 1,2025-08-03,350.0,Family,1,1.11,20.99,4.0,11.0
17055,Chennai,Tier 1,2025-09-10,287.0,Premium,1,2.48,19.36,6.0,10.0
38367,Nagpur,Tier 2,2024-09-03,658.0,Free,1,1.61,17.25,3.0,16.0
24439,Jaipur,Tier 2,2024-12-16,558.0,Family,1,1.61,14.24,1.0,17.0
37504,Ahmedabad,Tier 1,2025-11-05,231.0,Family,1,1.91,16.69,3.0,15.0
14364,Pune,Tier 1,2024-07-30,691.0,Free,1,1.58,37.98,2.0,18.0
2422,Delhi,Tier 1,2024-09-19,645.0,Free,1,0.98,23.16,3.0,17.0
15156,Surat,Tier 2,2025-06-04,386.0,Premium,1,1.1,11.94,3.0,11.0
38549,Chennai,Tier 1,2025-09-25,269.0,Premium,0,1.52,15.8,3.0,18.0
24217,Hyderabad,Tier 1,2026-03-08,105.0,Premium,1,1.42,23.12,3.0,12.0
4760,Coimbatore,Tier 2,2025-05-31,391.0,Premium,0,4.41,89.89,0.0,3.0
8399,Patna,Tier 2,2025-12-11,196.0,Free,1,2.73,23.93,6.0,10.0
19990,Hyderabad,Tier 1,2024-11-13,590.0,Premium,1,2.51,27.5,3.0,12.0
44765,Hyderabad,Tier 1,2025-02-19,489.0,Free,1,0.91,9.35,1.0,14.0
32897,Delhi,Tier 1,2022-05-21,1497.0,Family,1,3.01,38.09,4.0,20.0
25825,Delhi,Tier 1,2026-05-19,35.0,Free,1,2.05,23.16,4.0,20.0
28884,Nagpur,Tier 2,2025-06-10,378.0,Free,1,1.95,31.09,2.0,24.0
5678,Pune,Tier 1,2025-08-19,312.0,Family,1,0.57,17.46,2.0,14.0
25202,Nagpur,Tier 2,2025-12-18,190.0,Free,1,1.33,10.63,8.0,16.0
25568,Bengaluru,Tier 1,2025-09-22,276.0,Family,1,0.91,6.66,3.0,12.0
19527,Delhi,Tier 1,2024-08-28,664.0,Premium,1,1.4,26.2,1.0,12.0
33496,Delhi,Tier 1,2018-10-29,2795.0,Premium,0,3.21,79.79,0.0,0.0
21903,Lucknow,Tier 2,2024-10-07,628.0,Premium,0,1.58,27.25,2.0,13.0
861,Lucknow,Tier 2,2022-06-27,1456.0,Premium,0,3.19,83.55,0.0,3.0
48434,Jaipur,Tier 2,2025-07-18,340.0,Premium,0,6.84,79.71,0.0,8.0
36599,Bengaluru,Tier 1,2024-12-06,562.0,Free,1,0.74,16.85,7.0,7.0
9272,Lucknow,Tier 2,2026-03-30,88.0,Free,0,1.53,21.46,2.0,10.0
45970,Pune,Tier 1,2026-05-07,49.0,Free,1,1.8,15.23,4.0,17.0
22511,Hyderabad,Tier 1,2026-01-07,171.0,Premium,1,1.84,17.63,4.0,15.0
12077,Hyderabad,Tier 1,2025-11-19,217.0,Family,1,11.52,17.66,2.0,12.0
6408,Delhi,Tier 1,2025-06-01,390.0,Family,0,0.54,12.23,5.0,12.0
47754,Jaipur,Tier 2,2026-05-17,35.0,Free,1,1.65,26.54,3.0,19.0
13279,Bengaluru,Tier 1,2026-01-16,161.0,Free,1,1.94,23.16,3.0,10.0
26550,Indore,Tier 2,2026-03-05,111.0,Free,1,2.32,19.32,4.0,11.0
41690,Mumbai,Tier 1,2025-04-11,350.0,Premium,1,3.85,11.17,2.0,13.0
9011,Hyderabad,Tier 1,2025-09-26,274.0,Premium,1,1.04,23.16,3.0,15.0
3970,Delhi,Tier 1,2025-07-18,340.0,Premium,0,1.33,33.5,2.0,13.0
5913,Pune,Tier 1,2025-10-04,264.0,Family,1,1.73,11.28,3.0,16.0
19596,Nagpur,Tier 2,2024-07-17,707.0,Premium,1,1.76,32.04,3.0,10.0
46767,Pune,Tier 1,2026-01-26,151.0,Premium,1,1.64,22.24,2.0,16.0
34535,Patna,Tier 2,2025-08-07,321.0,Free,0,1.2,7.49,1.0,14.0
30008,Jaipur,Tier 2,2025-06-24,367.0,Free,1,1.61,24.76,2.0,13.0
13833,Hyderabad,Tier 1,2024-12-26,542.0,Free,1,1.91,27.11,1.0,14.0
15163,Lucknow,Tier 2,2025-07-20,338.0,Family,1,1.23,30.8,2.0,8.0
47118,Bengaluru,Tier 1,2024-10-20,613.0,Premium,0,3.66,84.57,3.0,0.0
13044,Jaipur,Tier 2,2025-04-22,426.0,Premium,1,1.12,23.16,4.0,14.0
26595,Chennai,Tier 1,2025-07-09,347.0,Free,0,2.19,21.64,3.0,60.0
6868,Mumbai,Tier 1,2021-10-18,1709.0,Premium,0,5.5,85.41,0.0,2.0
24895,Bengaluru,Tier 1,2025-10-16,248.0,Free,1,0.99,18.12,2.0,20.0
17528,Chandigarh,Tier 2,2025-02-26,481.0,Free,1,0.38,32.33,10.0,20.0
35392,Mumbai,Tier 1,2025-10-07,350.0,Family,1,1.74,8.38,5.0,10.0
25123,Chandigarh,Tier 2,2024-03-13,831.0,Free,1,0.34,21.01,5.0,16.0
30271,Mumbai,Tier 1,2026-04-13,73.0,Free,1,2.86,2.49,6.0,25.0
42903,Delhi,Tier 1,2026-01-22,151.0,Free,1,1.98,17.77,5.0,16.0
29176,Bengaluru,Tier 1,2025-07-04,357.0,Premium,0,0.88,27.35,1.0,20.0
47206,Mumbai,Tier 1,2025-03-02,480.0,Free,1,1.16,25.54,5.0,18.0
16883,Kolkata,Tier 1,2026-04-09,77.0,Free,0,1.67,15.92,4.0,7.0
34045,Jaipur,Tier 2,2025-09-17,282.0,Free,1,2.19,24.54,3.0,24.0
25026,Pune,Tier 1,2026-01-04,169.0,Free,1,0.82,20.77,3.0,11.0
46222,Mumbai,Tier 1,2026-03-26,87.0,Premium,1,1.17,26.46,3.0,16.0
34809,Chennai,Tier 1,2025-12-12,196.0,Free,1,0.92,24.78,4.0,15.0
31172,Mumbai,Tier 1,2022-06-30,1454.0,Premium,0,4.41,83.86,0.0,0.0
26979,Chennai,Tier 1,2026-01-16,161.0,Free,1,1.61,22.91,0.0,15.0
35836,Bengaluru,Tier 1,2025-12-23,182.0,Premium,1,2.61,22.41,3.0,10.0
34731,Delhi,Tier 1,2024-01-28,878.0,Premium,1,1.14,20.8,7.0,12.0
2821,Bengaluru,Tier 1,2025-10-19,245.0,Premium,1,1.64,26.4,4.0,14.0
18717,Chennai,Tier 1,2024-10-23,606.0,Free,1,2.13,30.7,1.0,12.0
7769,Bhopal,Tier 2,2026-03-06,110.0,Free,1,1.34,27.03,2.0,16.0
21418,Surat,Tier 2,2025-11-20,215.0,Free,1,1.6,18.91,2.0,13.0
15292,Mumbai,Tier 1,2026-01-01,173.0,Premium,0,4.94,15.39,3.0,14.0
22703,Delhi,Tier 1,2025-07-05,352.0,Free,0,1.61,30.2,3.0,19.0
53,Surat,Tier 2,2025-07-04,357.0,Premium,1,2.18,12.47,2.0,16.0
38294,Lucknow,Tier 2,2025-01-15,528.0,Free,1,5.8,26.2,3.0,13.0
24390,Mumbai,Tier 1,2025-04-07,440.0,Free,1,0.97,34.61,2.0,15.0
34640,Lucknow,Tier 2,2026-01-26,152.0,Premium,1,0.96,24.29,8.0,16.0
7984,Bhopal,Tier 2,2025-05-11,407.0,Premium,0,1.61,33.74,3.0,15.0
39466,Patna,Tier 2,2023-09-28,1003.0,Free,1,2.3,14.71,4.0,130.0
45749,Bhopal,Tier 2,2025-08-27,303.0,Free,1,1.26,22.17,4.0,20.0
14290,Bengaluru,Tier 1,2024-11-03,595.0,Premium,1,0.76,12.53,6.0,10.0
35100,Ahmedabad,Tier 1,2026-02-12,130.0,Premium,0,1.06,10.89,3.0,12.0
48142,Delhi,Tier 1,2025-07-16,344.0,Premium,1,1.45,27.46,4.0,12.0
12871,Kochi,Tier 2,2024-06-28,728.0,Free,1,1.47,14.06,3.0,12.0
21834,Bengaluru,Tier 1,2022-11-12,1322.0,Premium,0,4.92,89.03,0.0,3.0
12894,Mumbai,Tier 1,2025-08-18,307.0,Premium,1,1.13,13.6,4.0,16.0
27251,Pune,Tier 1,2026-05-01,56.0,Free,1,0.72,21.1,1.0,14.0
27930,Pune,Tier 1,2024-07-31,690.0,Free,1,0.22,22.93,5.0,13.0
26708,Pune,Tier 1,2025-10-02,265.0,Premium,1,1.85,30.86,7.0,16.0
12640,Chennai,Tier 1,2025-08-18,313.0,Premium,1,2.84,9.79,4.0,11.0
31844,Jaipur,Tier 2,2025-06-14,378.0,Free,1,0.6,27.24,1.0,14.0
21798,Jaipur,Tier 2,2025-11-10,223.0,Free,1,1.66,25.92,4.0,14.0
21720,Chennai,Tier 1,2025-09-10,284.0,Family,0,1.29,30.34,5.0,17.0
22922,Delhi,Tier 1,2026-03-11,106.0,Free,1,1.72,28.75,6.0,15.0
12348,Delhi,Tier 1,2025-01-11,531.0,Premium,0,6.09,80.27,0.0,3.0
2140,Nagpur,Tier 2,2025-08-21,309.0,Premium,1,0.61,13.47,2.0,13.0
6280,Mumbai,Tier 1,2023-11-10,954.0,Family,1,1.07,28.31,2.0,14.0
32712,Lucknow,Tier 2,2024-09-22,639.0,Premium,1,0.83,25.17,3.0,10.0
40774,Hyderabad,Tier 1,2026-02-16,350.0,Free,0,0.65,20.74,2.0,13.0
39873,Pune,Tier 1,2026-05-13,39.0,Family,1,1.13,23.49,3.0,11.0
8514,Bhopal,Tier 2,2023-10-14,981.0,Premium,1,1.19,28.39,2.0,11.0
22746,Chennai,Tier 1,2025-11-12,224.0,Free,1,1.52,31.44,1.0,13.0
21554,Delhi,Tier 1,2024-12-12,561.0,Premium,0,1.63,15.73,2.0,10.0
30566,Hyderabad,Tier 1,2024-07-11,715.0,Premium,0,4.37,23.16,0.0,4.0
49842,Mumbai,Tier 1,2025-07-19,337.0,Free,1,2.04,7.25,3.0,14.0
17238,Chennai,Tier 1,2024-03-27,822.0,Premium,1,0.48,26.53,5.0,11.0
17690,Bengaluru,Tier 1,2025-12-15,190.0,Free,1,2.02,16.21,3.0,9.0
43958,Kolkata,Tier 1,2025-05-16,401.0,Premium,1,1.11,27.41,4.0,15.0
34915,Mumbai,Tier 1,2025-11-04,233.0,Family,1,2.25,26.45,5.0,7.0
23850,Bengaluru,Tier 1,2025-08-15,316.0,Free,1,1.02,16.09,2.0,15.0
38674,Coimbatore,Tier 2,2025-09-08,287.0,Free,1,1.67,30.27,1.0,12.0
42369,Surat,Tier 2,2024-01-05,901.0,Free,1,0.72,22.73,7.0,18.0
31294,Hyderabad,Tier 1,2026-03-30,84.0,Premium,1,1.2,14.37,4.0,16.0
3575,Bengaluru,Tier 1,2025-11-23,211.0,Free,1,1.92,21.9,3.0,23.0
20111,Kochi,Tier 2,2024-10-19,616.0,Free,1,1.15,29.51,3.0,17.0
47487,Bengaluru,Tier 1,2025-03-31,450.0,Free,1,2.09,20.39,3.0,19.0
7821,Ahmedabad,Tier 1,2023-03-11,1202.0,Free,1,3.36,17.95,4.0,16.0
45425,Mumbai,Tier 1,2026-05-05,51.0,Premium,1,0.43,18.88,1.0,19.0
33464,Delhi,Tier 1,2026-04-09,77.0,Premium,1,2.81,23.65,4.0,11.0
35850,Kochi,Tier 2,2024-06-01,754.0,Premium,0,4.07,73.99,0.0,3.0
48824,Chandigarh,Tier 2,2025-06-27,363.0,Free,0,2.58,25.04,6.0,17.0
11189,Delhi,Tier 1,2025-06-16,373.0,Family,1,2.6,21.17,3.0,18.0
30374,Chandigarh,Tier 2,2025-11-02,237.0,Free,1,2.23,20.41,0.0,17.0
12540,Ahmedabad,Tier 1,2022-11-08,1327.0,Premium,0,1.61,72.76,0.0,1.0
26809,Bengaluru,Tier 1,2026-03-25,93.0,Free,1,1.17,18.79,4.0,18.0
47041,Surat,Tier 2,2025-07-26,350.0,Free,1,1.61,20.38,3.0,6.0
34477,Surat,Tier 2,2025-07-18,341.0,Free,1,1.21,12.52,3.0,13.0
47615,Mumbai,Tier 1,2025-04-13,436.0,Free,1,0.3,23.16,2.0,13.0
8533,Delhi,Tier 1,2025-12-05,204.0,Family,1,2.21,39.66,3.0,9.0
45207,Surat,Tier 2,2025-11-20,219.0,Family,1,0.81,19.57,3.0,9.0
13271,Bengaluru,Tier 1,2025-10-24,246.0,Premium,0,1.53,27.48,1.0,18.0
40017,Chennai,Tier 1,2025-07-15,347.0,Premium,1,0.68,18.34,4.0,12.0
49286,Patna,Tier 2,2026-02-16,129.0,Free,1,1.45,24.36,5.0,19.0
16528,Mumbai,Tier 1,2026-03-22,95.0,Free,1,2.97,18.63,6.0,12.0
23638,Jaipur,Tier 2,2026-03-06,109.0,Premium,1,0.2,11.54,4.0,16.0
47814,Ahmedabad,Tier 1,2025-07-04,358.0,Free,1,0.55,29.77,1.0,15.0
29883,Delhi,Tier 1,2025-08-23,350.0,Free,0,1.52,21.44,4.0,22.0
14405,Coimbatore,Tier 2,2026-03-26,87.0,Family,1,2.99,23.16,1.0,12.0
49541,Pune,Tier 1,2025-11-19,216.0,Free,0,0.44,24.58,1.0,18.0
26423,Chennai,Tier 1,2026-03-26,89.0,Free,1,1.09,19.22,3.0,9.0
24102,Bengaluru,Tier 1,2025-08-30,301.0,Premium,1,1.61,26.84,4.0,11.0
93,Hyderabad,Tier 1,2025-08-31,296.0,Free,1,1.95,21.51,1.0,12.0
1953,Lucknow,Tier 2,2025-12-17,192.0,Free,1,0.93,27.47,3.0,13.0
49293,Coimbatore,Tier 2,2024-09-25,350.0,Free,1,2.1,17.72,4.0,16.0
32421,Bengaluru,Tier 1,2025-05-21,350.0,Free,1,1.74,21.8,2.0,14.0
5118,Surat,Tier 2,2021-08-17,1770.0,Premium,0,4.11,77.27,0.0,1.0
39580,Pune,Tier 1,2024-12-24,550.0,Free,1,1.28,12.74,7.0,6.0
27962,Kochi,Tier 2,2025-11-13,226.0,Premium,1,0.45,14.45,4.0,13.0
36426,Bengaluru,Tier 1,2025-10-11,259.0,Free,1,0.37,23.07,4.0,21.0
46704,Lucknow,Tier 2,2024-04-27,790.0,Premium,1,2.24,0.32,6.0,11.0
317,Hyderabad,Tier 1,2023-06-08,1115.0,Family,1,1.73,23.16,5.0,11.0
16474,Coimbatore,Tier 2,2026-01-11,161.0,Free,0,3.63,12.77,6.0,13.0
34417,Delhi,Tier 1,2024-04-14,804.0,Free,1,1.14,22.1,4.0,15.0
10990,Chandigarh,Tier 2,2025-06-25,362.0,Premium,1,2.33,30.24,2.0,14.0
16647,Jaipur,Tier 2,2025-04-15,438.0,Premium,1,1.11,23.06,3.0,80.0
37855,Bengaluru,Tier 1,2025-01-24,519.0,Premium,0,29.52,79.37,0.0,6.0
12928,Mumbai,Tier 1,2025-05-18,350.0,Family,0,1.7,15.15,4.0,9.0
34639,Bhopal,Tier 2,2025-04-23,426.0,Free,1,0.72,28.06,2.0,7.0
33073,Kolkata,Tier 1,2025-05-18,403.0,Free,1,3.63,18.45,5.0,12.0
29752,Mumbai,Tier 1,2025-11-24,215.0,Free,0,0.77,27.93,2.0,16.0
43014,Chandigarh,Tier 2,2025-12-28,180.0,Premium,0,0.35,23.16,3.0,13.0
7615,Hyderabad,Tier 1,2024-01-20,886.0,Premium,0,4.34,83.22,0.0,5.0
11129,Mumbai,Tier 1,2025-08-09,319.0,Free,1,0.93,32.63,4.0,11.0
27835,Hyderabad,Tier 1,2023-12-28,909.0,Free,1,2.16,10.97,4.0,20.0
32592,Chennai,Tier 1,2024-11-15,586.0,Premium,1,2.49,63.375,1.0,10.0
1511,Delhi,Tier 1,2025-06-15,375.0,Premium,1,0.85,9.02,6.0,9.0
17839,Chennai,Tier 1,2025-10-30,239.0,Free,0,1.35,21.15,4.0,14.0
45990,Delhi,Tier 1,2025-10-06,261.0,Premium,0,2.21,7.29,5.0,15.0
36894,Bengaluru,Tier 1,2024-11-24,574.0,Family,1,1.4,21.47,6.0,8.0
25739,Lucknow,Tier 2,2024-05-19,767.0,Premium,0,1.17,25.71,2.0,14.0
9391,Kolkata,Tier 1,2025-04-26,424.0,Free,1,1.27,28.58,1.0,12.0
43994,Delhi,Tier 1,2026-05-23,29.0,Premium,1,1.72,22.96,2.0,15.0
44160,Bengaluru,Tier 1,2025-09-03,296.0,Premium,1,1.67,20.15,6.0,18.0
35317,Jaipur,Tier 2,2025-01-09,528.0,Free,1,1.75,15.04,2.0,10.0
19029,Mumbai,Tier 1,2025-12-29,180.0,Free,1,1.78,12.3,2.0,9.0
7336,Kochi,Tier 2,2025-08-27,298.0,Premium,1,1.35,22.08,1.0,19.0
41580,Delhi,Tier 1,2025-07-21,335.0,Free,1,1.07,26.73,4.0,7.0
19756,Ahmedabad,Tier 1,2025-05-01,416.0,Family,1,0.31,28.15,3.0,8.0
25069,Coimbatore,Tier 2,2024-10-10,624.0,Premium,1,0.8,26.13,2.0,12.0
42400,Kolkata,Tier 1,2025-12-06,198.0,Free,1,1.16,22.17,6.0,14.0
44554,Bengaluru,Tier 1,2025-12-01,207.0,Free,1,0.85,20.81,4.0,18.0
5939,Ahmedabad,Tier 1,2025-11-02,236.0,Free,1,1.38,17.58,3.0,15.0
31924,Bengaluru,Tier 1,2022-03-24,1550.0,Premium,0,5.39,94.41,0.0,4.0
907,Chennai,Tier 1,2025-10-11,350.0,Free,0,0.94,17.42,3.0,11.0
11925,Delhi,Tier 1,2025-03-15,469.0,Free,1,0.65,28.05,1.0,13.0
4449,Pune,Tier 1,2025-03-21,458.0,Free,1,0.13,28.28,3.0,11.0
15018,Nagpur,Tier 2,2026-03-26,90.0,Free,1,5.84,12.64,3.0,20.0
29300,Indore,Tier 2,2024-11-02,600.0,Free,1,0.77,25.49,3.0,14.0
16770,Delhi,Tier 1,2024-08-09,687.0,Premium,1,2.35,35.65,2.0,20.0
32345,Mumbai,Tier 1,2025-07-31,328.0,Free,1,0.69,21.89,2.0,11.0
17134,Mumbai,Tier 1,2023-12-12,350.0,Free,1,1.35,20.71,2.0,11.0
48970,Pune,Tier 1,2025-08-02,324.0,Free,1,0.47,28.43,4.0,14.0
10807,Bengaluru,Tier 1,2025-07-06,353.0,Premium,1,0.89,24.6,4.0,16.0
45812,Chennai,Tier 1,2026-03-08,105.0,Family,1,3.81,19.78,3.0,13.0
44322,Kolkata,Tier 1,2025-05-29,390.0,Free,0,3.16,19.23,1.0,13.0
3194,Jaipur,Tier 2,2025-06-11,376.0,Free,1,3.34,19.53,5.0,14.0
48335,Indore,Tier 2,2025-05-06,415.0,Free,1,1.37,38.51,3.0,13.0
5535,Nagpur,Tier 2,2025-10-10,255.0,Premium,1,1.86,11.91,2.0,10.0
3712,Lucknow,Tier 2,2025-10-29,235.0,Premium,1,0.9,30.58,5.0,11.0
10861,Hyderabad,Tier 1,2025-01-01,542.0,Free,1,10.38,22.3,1.0,8.0
15296,Delhi,Tier 1,2026-03-25,93.0,Family,0,1.86,21.43,3.0,22.0
43891,Chennai,Tier 1,2025-02-11,495.0,Free,0,0.74,34.32,2.0,18.0
14079,Hyderabad,Tier 1,2025-11-04,231.0,Premium,1,0.74,23.16,4.0,17.0
34283,Mumbai,Tier 1,2024-12-06,562.0,Premium,1,1.59,28.95,3.0,11.0
13685,Bengaluru,Tier 1,2025-03-21,458.0,Family,1,1.61,13.68,1.0,17.0
36659,Hyderabad,Tier 1,2026-01-23,149.0,Family,1,0.96,21.81,2.0,15.0
32976,Hyderabad,Tier 1,2025-04-01,449.0,Free,1,0.78,23.16,6.0,18.0
16228,Chandigarh,Tier 2,2023-10-11,4920.0,Free,1,0.76,26.32,5.0,18.0
39673,Delhi,Tier 1,2025-11-12,227.0,Premium,1,0.67,23.16,3.0,12.0
24427,Delhi,Tier 1,2025-10-13,255.0,Free,1,0.83,23.37,2.0,12.0
36023,Chennai,Tier 1,2024-08-20,676.0,Free,1,1.11,10.97,0.0,18.0
21140,Bhopal,Tier 2,2025-06-02,387.0,Premium,1,0.76,24.83,4.0,15.0
24062,Lucknow,Tier 2,2026-02-04,140.0,Premium,1,0.44,20.46,6.0,11.0
18885,Bengaluru,Tier 1,2025-12-25,181.0,Free,1,2.06,19.42,3.0,10.0
4862,Chandigarh,Tier 2,2024-12-23,548.0,Premium,1,0.83,24.37,3.0,11.0
4641,Delhi,Tier 1,2025-10-07,263.0,Premium,1,1.67,10.13,2.0,13.0
7017,Hyderabad,Tier 1,2025-03-14,468.0,Premium,1,3.71,27.35,2.0,18.0
46850,Mumbai,Tier 1,2024-02-19,859.0,Premium,0,1.17,23.16,2.0,8.0
45531,Bengaluru,Tier 1,2025-08-01,326.0,Premium,1,3.57,9.68,3.0,10.0
15052,Nagpur,Tier 2,2026-01-06,170.0,Free,0,1.15,27.62,2.0,11.0
32808,Jaipur,Tier 2,2025-09-21,275.0,Free,0,3.92,13.12,0.0,18.0
5378,Jaipur,Tier 2,2025-11-10,226.0,Family,1,1.17,16.59,0.0,12.0
30545,Chennai,Tier 1,2026-03-08,109.0,Family,1,1.17,19.82,2.0,18.0
16450,Bengaluru,Tier 1,2025-12-17,189.0,Free,1,0.6,22.35,3.0,7.0
34864,Delhi,Tier 1,2026-02-07,136.0,Premium,1,0.67,28.87,1.0,10.0
25651,Surat,Tier 2,2024-07-15,712.0,Free,0,1.41,25.88,5.0,7.0
45754,Delhi,Tier 1,2024-12-19,2770.0,Premium,1,1.55,28.84,1.0,16.0
38613,Surat,Tier 2,2024-06-10,743.0,Premium,0,6.19,76.94,0.0,3.0
17517,Pune,Tier 1,2025-10-10,260.0,Family,1,1.57,7.85,3.0,16.0
45349,Delhi,Tier 1,2025-09-06,289.0,Premium,1,0.81,17.27,3.0,17.0
27387,Bhopal,Tier 2,2025-01-04,536.0,Free,1,0.3,20.97,5.0,16.0
41571,Bengaluru,Tier 1,2025-06-17,371.0,Premium,1,1.27,13.32,4.0,17.0
14201,Pune,Tier 1,2026-04-29,59.0,Premium,1,1.71,19.98,5.0,15.0
14549,Mumbai,Tier 1,2024-12-30,539.0,Free,1,0.65,21.24,1.0,13.0
8287,Hyderabad,Tier 1,2025-12-25,181.0,Premium,0,1.17,10.54,3.0,14.0
10701,Lucknow,Tier 2,2024-10-29,603.0,Family,1,0.93,18.83,4.0,12.0
12260,Lucknow,Tier 2,2026-04-19,63.0,Premium,1,3.45,15.62,2.0,15.0
5058,Pune,Tier 1,2025-08-08,320.0,Family,1,2.76,29.01,4.0,12.0
22692,Jaipur,Tier 2,2024-11-18,581.0,Family,1,1.3,27.43,5.0,13.0
13328,Delhi,Tier 1,2024-03-24,825.0,Family,1,1.59,18.65,3.0,14.0
10386,Bengaluru,Tier 1,2024-01-12,897.0,Premium,1,6.03,86.8,0.0,2.0
9584,Indore,Tier 2,2024-09-11,3245.0,Family,0,0.84,29.3,4.0,3.0
32717,Kochi,Tier 2,2025-12-24,350.0,Free,1,0.71,21.71,2.0,10.0
35802,Chennai,Tier 1,2025-12-24,181.0,Free,1,2.2,11.23,4.0,13.0
18088,Chandigarh,Tier 2,2026-05-13,40.0,Premium,1,1.83,17.76,3.0,14.0
3453,Mumbai,Tier 1,2025-12-29,177.0,Free,1,0.73,31.9,5.0,16.0
14566,Pune,Tier 1,2025-02-26,2415.0,Premium,1,2.02,36.63,7.0,17.0
18854,Jaipur,Tier 2,2024-11-29,572.0,Premium,0,1.17,28.44,6.0,16.0
20197,Hyderabad,Tier 1,2026-04-26,58.0,Free,0,0.49,19.09,6.0,13.0
1108,Hyderabad,Tier 1,2025-11-26,207.0,Premium,1,0.73,11.59,4.0,13.0
16635,Pune,Tier 1,2025-09-25,270.0,Premium,0,1.72,14.41,4.0,16.0
23973,Kolkata,Tier 1,2023-12-17,919.0,Premium,0,1.12,79.62,0.0,2.0
41607,Mumbai,Tier 1,2025-09-26,269.0,Free,1,2.33,13.64,4.0,14.0
38725,Pune,Tier 1,2025-07-12,349.0,Free,0,0.69,21.46,3.0,15.0
18343,Delhi,Tier 1,2025-01-07,535.0,Premium,1,1.6,16.2,2.0,7.0
5822,Nagpur,Tier 2,2023-08-14,1047.0,Free,1,2.0,41.06,3.0,8.0
28602,Lucknow,Tier 2,2024-02-23,853.0,Free,1,1.53,21.71,2.0,14.0
32438,Bhopal,Tier 2,2025-01-21,519.0,Free,0,2.12,23.16,1.0,17.0
685,Kolkata,Tier 1,2025-11-15,223.0,Premium,1,1.87,19.82,5.0,20.0
14565,Lucknow,Tier 2,2025-03-31,452.0,Family,1,1.85,25.08,1.0,12.0
46483,Kochi,Tier 2,2023-01-26,1245.0,Premium,1,4.69,93.87,0.0,0.0
19971,Kochi,Tier 2,2025-07-07,350.0,Premium,0,0.02,4.19,1.0,16.0
3899,Delhi,Tier 1,2025-09-21,278.0,Free,1,3.22,17.94,3.0,11.0
7594,Indore,Tier 2,2026-01-30,142.0,Premium,0,0.99,36.07,3.0,7.0
49337,Kolkata,Tier 1,2025-10-07,259.0,Free,1,0.8,20.15,3.0,13.0
27542,Bengaluru,Tier 1,2025-05-22,400.0,Premium,0,1.96,35.23,5.0,9.0
30715,Mumbai,Tier 1,2026-03-22,350.0,Premium,1,0.82,32.26,0.0,11.0
32171,Pune,Tier 1,2024-05-19,766.0,Free,1,0.92,37.9,3.0,13.0
29033,Surat,Tier 2,2024-09-08,652.0,Free,0,1.49,9.84,3.0,13.0
27804,Chennai,Tier 1,2026-03-20,97.0,Free,1,1.48,26.39,3.0,6.0
1258,Indore,Tier 2,2025-02-24,484.0,Family,1,2.08,12.64,2.0,9.0
6933,Pune,Tier 1,2024-06-02,755.0,Premium,1,1.06,16.01,4.0,8.0
27976,Ahmedabad,Tier 1,2024-08-14,678.0,Free,1,3.12,20.65,4.0,15.0
11434,Nagpur,Tier 2,2026-05-07,51.0,Free,1,2.71,24.72,9.0,12.0
7078,Patna,Tier 2,2024-05-01,787.0,Free,1,2.28,27.79,3.0,22.0
39478,Patna,Tier 2,2026-05-05,53.0,Free,1,1.61,15.55,5.0,8.0
34852,Hyderabad,Tier 1,2026-04-11,74.0,Free,1,2.28,17.98,1.0,16.0
18259,Bengaluru,Tier 1,2026-05-14,40.0,Free,1,1.79,23.72,2.0,18.0
11698,Pune,Tier 1,2025-10-30,237.0,Free,1,1.34,23.16,3.0,20.0
46431,Delhi,Tier 1,2022-06-21,1464.0,Premium,0,1.71,79.19,0.0,5.0
47821,Mumbai,Tier 1,2026-06-04,17.0,Free,1,1.13,27.81,5.0,15.0
24354,Pune,Tier 1,2022-12-30,1275.0,Premium,1,0.96,30.14,2.0,12.0
25806,Bengaluru,Tier 1,2026-04-04,82.0,Free,0,3.55,15.44,5.0,10.0
