user_id,avg_daily_listening_hours,skip_rate_pct
6626,2.599,16.07
6627,0.7,19.21
6628,51.813,
6629,1.414,20.29
6630,0.211,7.13
6631,2.288,15.28
6632,2.09,75.8
6633,2.98,46.67
6634,11.533,59.22
6635,2.594,9.44
6636,6.37,
6637,5.029,66.44
6638,,100.0
6639,1.408,15.81
6640,2.316,8.57
6641,0.486,3.75
6642,5.127,12.58
6643,0.564,83.99
6644,3.952,
6645,2.999,49.17
6646,0.797,97.84
6647,1.748,48.5
6648,31.751,61.92
6649,2.056,15.24
6650,1.252,30.12
6651,1.039,24.79
6652,1.184,21.14
6653,1.578,9.95
6654,6.222,42.7
6655,,34.67
6656,0.875,55.43
6657,1.455,33.24
6658,3.849,28.34
6659,0.411,
6660,2.927,13.9
6661,1.278,33.57
6662,0.897,18.95
6663,,37.08
6664,0.551,36.58
6665,1.43,14.57
6666,2.463,57.62
6667,18.373,58.48
6668,2.222,30.53
6669,1.064,28.77
6670,0.854,23.63
6671,2.544,22.25
6672,0.989,19.43
6673,1.216,48.33
6674,0.652,29.22
6675,1.694,42.97
6676,2.281,18.03
6677,3.709,27.31
6678,0.451,43.72
6679,,15.12
6680,9.634,68.43
6681,1.101,4.95
6682,,30.13
6683,0.38,31.35
6684,6.783,29.42
6685,,25.97
6686,0.831,33.76
6687,1.632,24.35
6688,0.53,50.63
6689,4.633,18.51
6690,0.331,10.81
6691,2.097,34.48
6692,5.09,25.99
6693,5.262,30.93
6694,1.73,34.0
6695,,35.69
6696,0.818,15.19
6697,0.426,7.67
6698,5.41,83.67
6699,7.013,18.17
6700,3.005,16.02
6701,5.248,38.07
6702,4.624,100.0
6703,1.872,41.12
6704,0.971,23.21
6705,2.93,61.54
6706,0.474,7.11
6707,1.407,35.15
6708,2.536,45.55
6709,1.733,47.98
6710,3.178,15.75
6711,2.899,44.9
6712,0.636,75.52
6713,1.342,14.54
6714,1.871,43.53
6715,0.944,4.01
6716,1.549,51.7
6717,3.936,41.27
6718,1.127,16.18
6719,3.473,59.4
6720,2.103,47.53
6721,3.91,38.48
6722,0.469,11.06
6723,2.111,48.34
6724,1.755,24.47
6725,2.481,7.04
6726,1.862,16.56
6727,,24.43
6728,,42.21
6729,4.748,4.73
6730,2.986,
6731,0.554,30.67
6732,2.113,43.18
6733,2.202,59.58
6734,2.312,20.22
6735,0.304,38.44
6736,0.444,17.3
6737,1.057,40.52
6738,2.875,9.62
6739,3.258,28.44
6740,0.886,29.92
6741,1.361,25.16
6742,1.912,8.83
6743,0.343,22.86
6744,1.848,41.05
6745,0.682,8.02
6746,2.207,
6747,1.948,12.44
6748,5.093,15.53
6749,1.434,7.97
6750,1.545,10.26
6751,2.207,22.04
6752,5.038,26.06
6753,1.21,40.31
6754,1.729,22.86
6755,5.438,17.76
6756,2.524,15.67
6757,3.303,17.05
6758,0.599,22.91
6759,1.62,12.95
6760,1.148,59.84
6761,0.758,44.49
6762,5.8,42.32
6763,0.954,40.8
6764,4.292,39.89
6765,2.976,31.65
6766,4.006,10.24
6767,4.048,63.06
6768,2.898,28.23
6769,1.695,47.3
6770,1.361,36.08
6771,0.865,27.71
6772,1.379,40.63
6773,1.94,42.67
6774,1.139,17.11
6775,,37.02
6776,,37.53
6777,0.748,23.73
6778,0.59,6.53
6779,2.349,29.27
6780,1.656,21.77
6781,1.62,24.61
6782,0.799,24.8
6783,1.155,23.03
6784,1.981,19.85
6785,1.363,35.14
6786,2.277,16.06
6787,4.532,57.69
6788,0.779,24.33
6789,1.982,45.3
6790,3.576,24.55
6791,7.488,32.85
6792,2.686,15.17
6793,1.693,28.17
6794,4.46,60.24
6795,1.108,21.1
6796,7.101,35.69
6797,4.242,40.52
6798,4.006,11.21
6799,2.686,19.45
6800,1.697,39.3
6801,1.788,14.53
6802,1.354,28.14
6803,1.86,11.78
6804,1.93,42.54
6805,,31.44
6806,2.167,22.08
6807,2.661,25.1
6808,0.462,7.09
6809,5.906,6.81
6810,3.992,54.71
6811,0.269,15.86
6812,0.375,19.09
6813,7.763,52.87
6814,6.998,11.83
6815,1.203,19.96
6816,6.718,52.71
6817,0.845,26.29
6818,3.203,7.13
6819,1.462,41.41
6820,2.927,43.0
6821,1.1,32.09
6822,4.077,45.96
6823,0.814,30.04
6824,4.645,
6825,1.318,25.47
6826,5.635,
6827,4.799,29.71
6828,3.401,77.49
6829,3.143,41.31
6830,4.809,13.79
6831,5.363,
6832,6.332,50.49
6833,13.206,35.64
6834,4.218,38.48
6835,1.987,25.23
6836,1.826,7.77
6837,0.591,65.73
6838,4.003,60.48
6839,5.026,36.6
6840,3.672,2.37
6841,2.911,20.6
6842,1.985,9.45
6843,,5.93
6844,,
6845,0.689,66.59
6846,12.024,80.23
6847,2.252,95.1
6848,5.989,15.16
6849,,40.72
6850,3.643,15.86
6851,0.734,55.71
6852,1.063,26.59
6853,8.239,17.83
6854,3.153,7.49
6855,2.929,44.42
6856,3.339,13.08
6857,1.615,48.6
6858,1.504,46.22
6859,6.947,45.0
6860,3.756,24.35
6861,1.314,17.03
6862,,23.71
6863,3.533,42.07
6864,5.247,52.84
6865,2.301,31.91
6866,1.317,84.78
6867,0.609,41.03
6868,63.801,52.48
6869,1.133,20.45
6870,4.867,49.91
6871,1.858,10.93
6872,5.955,73.39
6873,4.816,5.76
6874,4.398,36.07
6875,2.426,21.97
6876,3.779,38.66
6877,6.09,74.71
6878,1.249,24.01
6879,1.487,
6880,0.997,12.04
6881,3.626,37.63
6882,1.653,56.01
6883,2.361,31.6
6884,2.284,23.0
6885,2.657,32.31
6886,5.649,29.71
6887,1.903,54.97
6888,0.558,28.96
6889,4.523,23.38
6890,3.86,4.89
6891,4.433,29.36
6892,2.574,68.38
6893,1.399,23.34
6894,4.151,50.47
6895,,39.89
6896,3.041,19.86
6897,1.546,20.12
6898,0.747,14.9
6899,1.113,12.77
6900,4.708,20.38
6901,0.414,40.75
6902,2.667,
6903,1.537,19.03
6904,1.113,6.03
6905,1.566,78.99
6906,2.265,21.73
6907,3.209,31.82
6908,4.049,78.57
6909,0.962,24.35
6910,1.774,84.06
6911,2.695,44.86
6912,3.92,49.12
6913,4.234,55.31
6914,1.172,27.91
6915,3.387,
6916,1.241,36.7
6917,0.972,
6918,0.371,9.91
6919,1.079,14.6
6920,4.056,15.55
6921,2.85,12.47
6922,1.682,11.28
6923,1.942,16.13
6924,0.73,22.22
6925,0.747,60.41
6926,3.413,57.94
6927,2.025,40.6
6928,2.719,38.5
6929,0.87,14.45
6930,1.139,34.61
6931,0.222,21.23
6932,2.192,13.88
6933,4.411,71.32
6934,3.0,35.32
6935,2.855,24.02
6936,0.603,18.98
6937,0.88,11.07
6938,2.285,35.61
6939,5.192,35.18
6940,6.445,
6941,2.772,23.26
6942,3.482,9.69
6943,,38.16
6944,4.858,43.02
6945,1.047,8.47
6946,1.893,35.15
6947,3.803,26.32
6948,3.881,15.36
6949,0.41,40.79
6950,1.883,
6951,1.686,16.56
6952,1.947,68.24
6953,4.329,7.89
6954,1.768,42.75
6955,0.521,31.34
6956,7.227,11.28
6957,3.335,24.81
6958,1.692,6.15
6959,0.696,4.43
6960,4.879,15.0
6961,1.814,
6962,1.173,39.84
6963,1.823,24.38
6964,5.35,
6965,2.572,32.1
6966,0.482,160.64
6967,,36.45
6968,3.354,25.73
6969,2.483,20.67
6970,1.789,37.87
6971,1.458,23.34
6972,3.244,33.18
6973,2.819,42.92
6974,2.537,43.65
6975,3.109,22.16
6976,0.65,16.79
6977,1.878,10.25
6978,,23.87
6979,5.031,12.23
6980,1.468,15.22
6981,5.851,64.82
6982,7.112,35.63
6983,6.351,25.94
6984,5.77,23.02
6985,1.039,6.69
6986,7.451,29.77
6987,3.913,5.31
6988,6.18,45.71
6989,2.373,17.08
6990,,24.85
6991,0.469,30.63
6992,2.445,8.1
6993,1.51,5.22
6994,1.121,21.84
6995,1.197,13.67
6996,,85.68
6997,0.686,85.29
6998,1.513,31.38
6999,1.269,5.5
7000,1.227,100.0
7001,3.197,23.44
7002,1.701,13.64
7003,5.274,73.73
7004,,42.63
7005,1.001,29.83
7006,37.529,
7007,4.736,58.63
7008,5.663,33.63
7009,0.492,
7010,1.492,46.45
7011,3.355,36.49
7012,0.821,
7013,1.109,42.13
7014,2.269,29.89
7015,6.12,55.45
7016,0.875,27.3
7017,4.405,13.44
7018,2.454,31.53
7019,1.243,17.07
7020,4.533,62.96
7021,1.227,19.99
7022,0.429,1.88
7023,1.468,34.58
7024,61.54,56.89
7025,4.717,21.26
7026,3.033,11.97
7027,1.343,24.19
7028,1.667,69.82
7029,2.487,36.13
7030,0.78,38.35
7031,3.667,12.13
7032,1.156,16.17
7033,0.25,28.19
7034,2.349,62.43
7035,5.178,68.25
7036,2.774,67.31
7037,1.415,36.29
7038,,30.72
7039,4.786,1.06
7040,1.288,33.84
7041,3.514,67.94
7042,5.6,17.59
7043,5.914,86.07
7044,1.991,20.45
7045,0.595,4.13
7046,1.015,32.96
7047,1.635,16.64
7048,0.259,16.96
7049,4.71,24.52
7050,3.856,42.85
7051,0.777,42.99
7052,2.078,
7053,1.77,20.45
7054,2.809,24.87
7055,0.749,44.06
7056,2.608,
7057,2.111,20.29
7058,0.788,49.41
7059,5.386,43.96
7060,1.496,26.03
7061,65.722,58.55
7062,7.376,
7063,0.39,4.18
7064,3.33,17.43
7065,2.136,35.5
7066,0.946,
7067,4.615,46.45
7068,2.654,36.18
7069,1.742,21.73
7070,3.559,17.99
7071,3.425,43.05
7072,3.727,49.82
7073,2.057,18.26
7074,3.163,37.93
7075,1.444,88.21
7076,1.835,44.17
7077,1.39,35.38
7078,2.294,39.68
7079,8.989,21.15
7080,5.471,34.77
7081,59.139,22.78
7082,0.312,
7083,2.311,47.48
7084,0.729,
7085,3.239,27.65
7086,1.226,50.52
7087,1.255,
7088,0.48,30.68
7089,1.917,43.71
7090,1.286,22.7
7091,0.231,2.32
7092,1.372,27.54
7093,2.245,12.18
7094,1.831,30.29
7095,2.125,60.14
7096,2.2,38.68
7097,1.124,15.92
7098,5.821,14.41
7099,2.971,10.32
7100,3.161,42.32
7101,0.495,41.22
7102,1.542,37.58
7103,5.138,50.55
7104,2.524,69.73
7105,1.682,33.81
7106,1.417,34.81
7107,,52.06
7108,2.369,55.99
7109,2.623,55.1
7110,3.647,30.83
7111,,69.33
7112,5.331,87.44
7113,0.511,19.62
7114,1.302,
7115,5.205,95.51
7116,0.994,47.51
7117,1.789,20.7
7118,4.173,25.75
7119,6.459,48.67
7120,2.265,
7121,1.133,46.15
7122,3.479,25.12
7123,11.36,20.43
7124,6.364,20.38
7125,6.821,20.98
7126,0.878,37.35
7127,2.884,43.97
7128,2.9,39.71
7129,0.486,17.99
7130,0.918,
7131,1.935,44.1
7132,2.248,34.76
7133,,16.83
7134,0.75,8.63
7135,1.12,19.28
7136,3.541,26.97
7137,1.201,14.56
7138,0.871,10.03
7139,1.352,34.11
7140,4.461,6.8
7141,1.63,13.09
7142,1.098,25.63
7143,1.895,39.97
7144,1.78,100.0
7145,1.646,47.11
7146,1.452,29.51
7147,1.305,24.9
7148,5.263,72.2
7149,1.621,17.84
7150,1.132,45.53
7151,8.037,15.62
7152,1.752,
7153,2.524,28.29
7154,1.437,34.51
7155,2.201,39.9
7156,2.424,18.3
7157,0.932,24.72
7158,1.871,
7159,0.673,21.55
7160,1.974,
7161,3.133,
7162,,20.91
7163,2.831,84.13
7164,5.99,40.8
7165,8.502,100.0
7166,0.694,18.49
7167,3.432,11.67
7168,0.179,52.18
7169,1.741,12.78
7170,,
7171,60.669,21.23
7172,7.399,18.3
7173,1.364,42.48
7174,1.608,28.13
7175,1.461,34.52
7176,0.715,15.07
7177,1.268,
7178,3.226,34.04
7179,0.335,55.71
7180,4.975,55.35
7181,1.662,47.26
7182,1.971,17.02
7183,6.596,23.19
7184,2.976,27.5
7185,0.129,20.46
7186,2.058,17.87
7187,3.164,7.83
7188,0.688,36.34
7189,3.596,
7190,0.865,40.21
7191,7.023,13.69
7192,0.617,46.84
7193,2.092,27.09
7194,,42.01
7195,1.567,7.77
7196,1.311,50.1
7197,1.373,20.45
7198,3.836,19.04
7199,1.04,21.02
7200,2.429,30.29
7201,7.951,47.22
7202,1.347,49.97
7203,3.327,36.81
7204,1.275,15.52
7205,2.798,4.98
7206,1.302,16.21
7207,1.946,19.49
7208,1.431,27.85
7209,4.003,43.46
7210,2.369,11.72
7211,2.457,13.38
7212,7.235,12.05
7213,2.084,60.86
7214,3.332,19.95
7215,3.196,18.15
7216,0.874,
7217,1.778,7.64
7218,,79.75
7219,1.825,3.39
7220,0.73,11.0
7221,15.408,33.1
7222,3.161,29.51
7223,1.595,38.41
7224,2.235,16.22
7225,5.417,9.94
7226,3.501,75.41
7227,0.95,26.36
7228,1.908,17.72
7229,0.302,18.35
7230,1.965,33.14
7231,2.313,26.19
7232,1.265,52.35
7233,3.019,
7234,1.473,32.7
7235,3.833,39.7
7236,1.747,
7237,0.575,5.59
7238,0.69,61.96
7239,3.017,28.9
7240,5.875,30.89
7241,0.792,31.73
7242,,4.94
7243,0.91,34.3
7244,1.527,18.78
7245,2.412,29.89
7246,1.008,30.37
7247,2.289,26.84
7248,11.202,26.38
7249,0.781,2.88
7250,2.064,
7251,,28.46
7252,3.302,26.04
7253,2.074,
7254,2.187,36.84
7255,0.607,21.93
7256,2.463,30.69
7257,3.185,54.52
7258,2.099,18.05
7259,11.54,64.69
7260,1.666,39.55
7261,1.902,4.14
7262,,28.47
7263,0.941,17.05
7264,2.532,18.74
7265,3.549,47.35
7266,1.635,4.86
7267,1.01,27.41
7268,0.452,34.7
7269,0.181,65.81
7270,2.733,18.62
7271,2.625,14.67
7272,3.842,
7273,1.222,14.07
7274,0.874,18.91
7275,5.069,14.28
7276,6.489,56.49
7277,1.213,22.87
7278,,14.13
7279,1.893,
7280,1.563,19.76
7281,0.634,14.89
7282,1.49,5.05
7283,6.762,39.48
7284,0.124,35.91
7285,1.619,35.56
7286,1.06,51.93
7287,3.119,52.11
7288,8.397,43.94
7289,0.733,14.22
7290,0.3,35.39
7291,2.855,3.77
7292,2.107,47.11
7293,1.628,20.21
7294,0.461,16.37
7295,1.887,12.79
7296,1.455,57.49
7297,1.043,22.13
7298,4.049,14.12
7299,0.739,50.0
7300,3.568,43.67
7301,2.069,44.82
7302,7.758,61.87
7303,0.27,36.42
7304,1.844,32.09
7305,0.257,33.26
7306,6.773,47.64
7307,2.812,39.25
7308,,
7309,0.989,
7310,1.068,50.74
7311,2.642,66.04
7312,0.193,14.0
7313,0.949,47.68
7314,4.359,61.21
7315,4.774,16.42
7316,1.057,18.85
7317,0.781,47.49
7318,1.862,9.44
7319,1.532,21.9
7320,2.696,34.31
7321,2.453,81.45
7322,1.414,10.76
7323,0.345,11.33
7324,2.978,26.45
7325,2.673,33.84
7326,1.15,42.08
7327,1.134,21.8
7328,2.27,10.17
7329,5.735,10.17
7330,1.9,32.9
7331,2.917,14.56
7332,1.644,22.19
7333,1.783,31.64
7334,1.846,25.29
7335,3.26,11.57
7336,0.459,4.08
7337,1.514,5.47
7338,3.338,45.96
7339,0.958,12.79
7340,7.44,45.03
7341,,9.3
7342,2.529,7.58
7343,0.519,64.25
7344,8.385,54.11
7345,7.228,27.02
7346,1.077,55.0
7347,0.748,13.18
7348,4.132,36.79
7349,2.371,38.06
7350,0.232,13.3
7351,,40.2
7352,1.453,20.01
7353,2.029,
7354,4.237,26.66
7355,,-26.56
7356,2.614,5.28
7357,1.788,18.26
7358,0.564,36.27
7359,0.771,6.88
7360,2.208,
7361,1.34,19.89
7362,3.333,25.67
7363,3.096,50.93
7364,5.641,16.39
7365,1.234,10.79
7366,1.886,43.08
7367,1.781,31.8
7368,3.985,33.84
7369,1.416,25.19
7370,1.625,34.32
7371,9.423,27.09
7372,0.374,12.87
7373,1.711,7.95
7374,2.296,34.36
7375,4.639,39.21
7376,1.631,47.19
7377,9.626,23.12
7378,6.558,57.9
7379,0.829,39.54
7380,1.601,48.5
7381,1.83,41.53
7382,,25.9
7383,3.121,19.55
7384,0.777,83.16
7385,2.697,37.47
7386,2.731,26.96
7387,2.36,52.53
7388,4.063,31.27
7389,2.915,15.41
7390,0.611,10.19
7391,5.596,24.07
7392,1.072,54.58
7393,10.543,100.0
7394,1.714,55.27
7395,0.739,22.66
7396,0.665,13.72
7397,4.368,49.85
7398,1.777,32.04
7399,2.36,49.92
7400,3.148,40.03
7401,0.454,28.76
7402,2.376,24.03
7403,4.481,46.54
7404,0.692,55.91
7405,10.618,-11.9
7406,0.907,17.85
7407,3.56,38.59
7408,8.127,10.33
7409,0.76,45.05
7410,2.211,70.04
7411,3.536,49.59
7412,3.833,27.15
7413,1.214,7.29
7414,0.746,17.96
7415,2.114,31.63
7416,0.669,5.72
7417,3.895,58.82
7418,0.228,44.34
7419,1.489,30.38
7420,5.533,10.98
7421,,12.96
7422,2.846,49.49
7423,0.47,63.54
7424,1.462,45.61
7425,2.682,42.3
7426,1.234,
7427,0.975,29.21
7428,0.595,1.19
7429,0.168,7.12
7430,3.797,11.47
7431,9.747,
7432,1.391,42.32
7433,1.12,7.47
7434,3.372,22.6
7435,1.596,16.3
7436,4.783,14.46
7437,2.986,21.22
7438,2.385,12.54
7439,3.018,18.16
7440,3.025,30.11
7441,2.823,5.41
7442,1.707,20.02
7443,3.836,30.71
7444,3.672,16.44
7445,4.324,27.66
7446,5.421,46.53
7447,2.883,38.35
7448,6.474,33.6
7449,3.685,25.8
7450,1.814,17.76
7451,1.139,13.48
7452,1.993,32.79
7453,2.087,18.38
7454,8.651,53.96
7455,10.721,51.18
7456,1.8,41.85
7457,3.397,10.82
7458,0.747,17.15
7459,3.632,22.41
7460,4.557,20.72
7461,4.166,23.21
7462,2.639,30.77
7463,1.702,13.74
7464,0.651,35.72
7465,1.767,35.99
7466,2.981,14.77
7467,0.89,47.05
7468,1.546,27.63
7469,2.214,38.85
7470,2.139,18.72
7471,1.623,
7472,5.277,47.88
7473,0.514,27.07
7474,6.334,34.96
7475,0.571,1.59
7476,0.315,14.76
7477,,
7478,3.018,62.05
7479,5.556,34.54
7480,0.356,13.87
7481,1.475,24.78
7482,0.91,14.71
7483,4.172,48.65
7484,2.821,6.97
7485,3.218,8.5
7486,,34.73
7487,8.794,100.0
7488,1.135,30.2
7489,2.481,20.48
7490,1.058,23.27
7491,2.802,15.45
7492,2.925,42.19
7493,1.661,
7494,2.663,45.5
7495,6.998,58.62
7496,3.005,
7497,2.954,40.93
7498,1.184,27.89
7499,1.134,38.42
7500,2.482,15.34
7501,1.405,93.66
7502,0.509,20.7
7503,2.794,19.72
7504,2.366,38.64
7505,5.838,48.72
7506,4.695,53.82
7507,7.525,76.66
7508,1.349,15.03
7509,1.169,23.54
7510,0.249,17.12
7511,1.729,47.59
7512,1.858,15.49
7513,5.451,4.44
7514,1.177,15.36
7515,1.29,19.11
7516,2.217,33.66
7517,1.583,60.27
7518,,35.66
7519,1.602,2.76
7520,0.475,49.3
7521,3.209,32.09
7522,2.806,9.73
7523,3.168,51.9
7524,2.897,38.29
7525,0.801,6.37
7526,1.463,47.81
7527,53.386,32.37
7528,1.376,25.04
7529,2.284,38.57
7530,1.637,26.56
7531,0.99,26.89
7532,3.669,50.16
7533,41.12,44.72
7534,1.595,26.08
7535,1.537,26.97
7536,2.639,44.8
7537,0.942,45.25
7538,7.663,52.54
7539,5.175,17.74
7540,4.213,16.3
7541,0.802,24.3
7542,5.007,5.83
7543,1.872,44.52
7544,0.673,9.39
7545,5.582,78.28
7546,3.868,44.91
7547,0.93,0.47
7548,39.956,24.35
7549,6.565,64.77
7550,0.292,24.74
7551,3.089,25.36
7552,3.839,22.2
7553,1.177,
7554,8.626,79.3
7555,2.718,7.06
7556,2.22,41.5
7557,3.017,41.13
7558,1.306,11.93
7559,3.066,
7560,1.306,30.63
7561,0.237,38.85
7562,2.898,11.54
7563,65.761,
7564,,10.28
7565,0.876,31.1
7566,3.369,57.86
7567,1.255,34.5
7568,0.212,17.44
7569,2.137,
7570,2.209,2.31
7571,1.272,22.19
7572,1.154,14.12
7573,1.335,4.26
7574,0.78,36.07
7575,2.393,46.04
7576,0.471,10.57
7577,1.306,8.8
7578,4.441,58.87
7579,0.832,28.4
7580,,28.08
7581,2.248,14.35
7582,1.577,53.87
7583,1.586,42.23
7584,1.949,25.04
7585,5.703,35.32
7586,7.088,10.31
7587,7.064,34.38
7588,2.346,6.89
7589,3.188,
7590,3.876,6.64
7591,1.186,35.86
7592,4.297,36.37
7593,2.678,39.5
7594,0.575,32.52
7595,2.016,27.06
7596,2.562,
7597,3.818,42.07
7598,3.213,38.46
7599,4.479,67.26
7600,0.465,
7601,2.101,18.08
7602,3.075,34.17
7603,2.365,
7604,4.299,20.14
7605,1.312,26.21
7606,3.649,35.58
7607,1.592,28.41
7608,1.387,25.34
7609,2.966,35.6
7610,1.371,41.49
7611,1.868,34.41
7612,2.413,53.1
7613,2.563,39.79
7614,2.752,57.58
7615,1.978,19.51
7616,1.392,
7617,2.606,11.98
7618,10.12,46.61
7619,4.216,63.51
7620,1.981,40.12
7621,0.555,3.81
7622,0.246,12.51
7623,4.44,25.56
7624,2.13,18.59
7625,5.981,39.49
7626,0.942,27.71
7627,3.1,16.89
7628,5.709,47.56
7629,0.792,12.77
7630,0.407,9.78
7631,1.379,43.65
7632,0.267,8.76
7633,1.789,38.69
7634,2.605,33.51
7635,2.64,4.04
7636,1.998,25.02
7637,0.822,37.09
7638,6.94,6.39
7639,3.039,32.8
7640,1.443,9.84
7641,1.937,17.42
7642,0.458,22.71
7643,0.618,13.74
7644,2.748,68.41
7645,1.318,12.43
7646,7.638,100.0
7647,4.368,31.79
7648,0.326,33.39
7649,1.115,17.88
7650,1.24,81.47
7651,3.34,18.05
7652,2.624,12.81
7653,3.646,16.58
7654,1.56,19.99
7655,6.01,48.5
7656,1.097,
7657,7.475,55.63
7658,1.643,8.34
7659,5.843,23.69
7660,2.752,45.9
7661,1.325,4.39
7662,4.971,70.28
7663,3.523,48.37
7664,0.874,9.83
7665,1.898,20.13
7666,5.324,14.87
7667,1.967,31.38
7668,3.285,18.69
7669,1.105,39.0
7670,5.699,
7671,3.53,35.13
7672,3.651,
7673,0.445,
7674,2.64,24.1
7675,3.012,48.72
7676,2.666,45.02
7677,1.991,35.36
7678,3.865,27.06
7679,4.299,29.06
7680,5.815,70.72
7681,0.577,30.52
7682,1.017,43.44
7683,,11.43
7684,3.066,15.82
7685,3.912,4.5
7686,0.228,
7687,3.268,47.67
7688,1.087,10.15
7689,4.157,
7690,1.791,27.17
7691,0.807,1.8
7692,2.491,52.59
7693,8.547,33.95
7694,0.826,58.75
7695,1.372,6.18
7696,0.661,7.56
7697,4.551,24.03
7698,,100.0
7699,1.795,16.32
7700,1.362,52.62
7701,1.087,41.98
7702,4.768,35.13
7703,0.926,41.97
7704,6.78,35.15
7705,6.194,23.71
7706,0.87,32.78
7707,0.716,22.79
7708,2.367,21.16
7709,5.289,48.87
7710,2.676,26.81
7711,2.354,27.95
7712,0.972,20.74
7713,1.641,27.32
7714,1.054,14.81
7715,1.205,41.94
7716,9.496,70.62
7717,0.746,25.33
7718,0.989,31.04
7719,0.881,15.15
7720,1.318,46.47
7721,1.411,12.25
7722,3.256,20.0
7723,1.702,28.13
7724,0.802,32.0
7725,0.862,23.41
7726,3.36,59.68
7727,0.223,35.03
7728,3.405,15.33
7729,0.736,27.07
7730,0.67,20.94
7731,2.726,133.78
7732,1.811,57.68
7733,2.258,40.18
7734,1.565,18.59
7735,0.918,29.23
7736,0.726,6.84
7737,3.567,67.75
7738,3.273,2.02
7739,1.594,
7740,0.395,41.68
7741,1.962,65.7
7742,4.631,64.16
7743,5.289,6.41
7744,2.278,3.35
7745,1.608,12.26
7746,1.874,9.83
7747,2.318,11.11
7748,0.666,47.97
7749,0.861,36.99
7750,2.359,26.55
7751,1.661,
7752,3.198,11.48
7753,1.458,49.13
7754,3.083,9.69
7755,1.758,23.3
7756,,25.82
7757,0.409,17.28
7758,1.176,27.38
7759,1.943,13.64
7760,4.883,29.4
7761,6.824,57.17
7762,1.218,80.12
7763,2.885,62.15
7764,1.072,37.64
7765,0.361,6.25
7766,0.282,28.09
7767,0.554,58.78
7768,1.985,
7769,3.776,52.16
7770,1.103,20.92
7771,4.403,27.77
7772,1.616,32.47
7773,1.081,
7774,1.675,7.61
7775,1.145,44.08
7776,0.735,15.28
7777,2.378,31.61
7778,2.486,7.5
7779,6.444,
7780,2.035,17.06
7781,0.889,3.38
7782,4.818,30.78
7783,2.337,
7784,0.354,24.92
7785,,40.17
7786,2.096,49.0
7787,2.684,30.32
7788,0.778,20.43
7789,0.823,48.59
7790,1.48,28.13
7791,1.859,67.94
7792,1.016,28.65
7793,1.361,52.35
7794,3.799,21.81
7795,2.879,24.43
7796,1.598,7.13
7797,1.88,8.17
7798,1.099,4.13
7799,1.824,8.06
7800,0.771,27.32
7801,0.947,28.96
7802,2.699,44.5
7803,2.837,17.16
7804,4.457,41.51
7805,0.906,2.9
7806,,29.12
7807,0.434,19.53
7808,0.418,24.43
7809,1.295,40.78
7810,4.602,55.19
7811,6.785,34.93
7812,2.806,30.18
7813,3.098,0.83
7814,4.442,17.8
7815,1.406,27.73
7816,2.286,30.73
7817,0.934,33.9
7818,50.153,27.06
7819,0.324,36.23
7820,2.043,16.04
7821,2.085,24.2
7822,0.804,23.18
7823,1.004,26.26
7824,1.006,81.09
7825,0.752,5.64
7826,1.866,5.96
7827,,17.59
7828,1.838,20.5
7829,1.149,29.74
7830,1.668,17.88
7831,0.746,15.22
7832,2.354,26.98
7833,1.141,27.29
7834,0.932,37.93
7835,3.866,43.57
7836,1.887,65.94
7837,1.406,7.56
7838,3.199,48.95
7839,1.176,28.17
7840,2.304,30.14
7841,0.914,37.06
7842,1.345,23.94
7843,1.825,10.43
7844,3.572,9.74
7845,2.185,15.32
7846,3.207,27.59
7847,0.542,17.76
7848,0.291,28.06
7849,1.142,30.71
7850,0.727,25.84
7851,0.213,42.99
7852,3.883,22.1
7853,1.737,7.97
7854,4.06,
7855,2.595,25.33
7856,1.491,32.09
7857,1.32,22.6
7858,0.579,44.62
7859,0.718,15.24
7860,2.125,11.45
7861,3.706,34.36
7862,1.666,20.19
7863,0.901,31.22
7864,1.279,46.82
7865,2.749,15.95
7866,3.117,79.63
7867,1.071,21.72
7868,1.401,31.65
7869,1.966,11.57
7870,1.023,23.93
7871,2.706,34.07
7872,4.187,88.72
7873,1.415,14.27
7874,2.068,34.9
7875,0.515,34.46
7876,3.015,100.0
7877,2.581,61.59
7878,3.172,
7879,3.444,35.45
7880,0.432,21.75
7881,3.862,33.23
7882,2.001,74.51
7883,1.948,25.1
7884,12.528,33.98
7885,4.521,62.39
7886,6.447,62.46
7887,,72.23
7888,3.505,27.57
7889,5.849,35.04
7890,4.231,36.43
7891,0.869,26.17
7892,3.764,19.93
7893,1.86,42.41
7894,5.591,88.0
7895,2.638,87.58
7896,2.367,29.38
7897,5.376,
7898,1.286,27.68
7899,0.538,18.39
7900,16.405,55.04
7901,0.606,34.96
7902,0.704,20.91
7903,,11.57
7904,35.67,26.49
7905,2.593,
7906,,11.29
7907,1.418,14.91
7908,,
7909,0.827,7.74
7910,2.751,51.82
7911,1.402,38.28
7912,1.653,16.44
7913,2.009,32.71
7914,2.739,57.63
7915,1.484,9.72
7916,6.518,22.26
7917,1.7,36.29
7918,5.777,13.81
7919,0.329,15.18
7920,4.122,50.11
7921,,16.65
7922,8.189,27.14
7923,1.065,27.01
7924,1.965,53.16
7925,0.674,11.61
7926,2.901,26.69
7927,0.801,14.61
7928,0.19,37.23
7929,1.123,25.08
7930,6.08,51.63
7931,2.561,35.63
7932,2.792,100.0
